#{"t_start": 1719344686.8211484, "env_id": "CartPoleAggregated-v1"}
r,l,t
14.0,14,0.700171
25.0,25,2.49378
20.0,20,2.542574
50.0,50,5.594103
13.0,13,5.620978
26.0,26,7.075448
14.0,14,8.397997
18.0,18,8.433589
14.0,14,12.720663
21.0,21,12.770739
10.0,10,14.207544
66.0,66,17.52671
17.0,17,17.567942
53.0,53,20.737527
33.0,33,22.467471
76.0,76,25.81862
115.0,115,32.144086
227.0,227,43.574683
122.0,122,48.573833
141.0,141,54.463109
295.0,295,67.476001
201.0,201,77.619925
346.0,346,89.846706
500.0,500,109.06956
500.0,500,129.498643
500.0,500,146.787992
500.0,500,168.421376
500.0,500,188.05666
500.0,500,206.210588
500.0,500,227.431573
500.0,500,246.121862
500.0,500,268.593107
500.0,500,287.039555
500.0,500,305.285381
500.0,500,327.281898
500.0,500,346.294478
500.0,500,366.452413
500.0,500,385.972032
500.0,500,402.922586
232.0,232,414.685555
500.0,500,433.021985
500.0,500,453.018481
500.0,500,473.915417
500.0,500,491.805698
237.0,237,501.666382
