#{"t_start": 1719344686.8176594, "env_id": "CartPoleAggregated-v1"}
r,l,t
78.0,78,4.092515
23.0,23,5.58095
9.0,9,5.599988
33.0,33,7.068587
14.0,14,7.098139
60.0,60,12.779276
49.0,49,15.977016
56.0,56,19.084424
54.0,54,20.791811
48.0,48,24.054099
51.0,51,25.833789
41.0,41,28.964485
56.0,56,30.641402
500.0,500,54.456117
190.0,190,63.586292
199.0,199,72.166167
211.0,211,81.764341
500.0,500,99.016777
500.0,500,120.464522
500.0,500,138.388422
500.0,500,156.72267
500.0,500,177.991796
500.0,500,197.006659
500.0,500,218.405925
500.0,500,237.370353
500.0,500,256.776983
500.0,500,277.593493
500.0,500,296.705796
500.0,500,317.767263
500.0,500,336.546249
500.0,500,354.834987
500.0,500,376.700652
500.0,500,394.964628
500.0,500,414.795729
500.0,500,434.647993
500.0,500,454.629552
500.0,500,474.007279
500.0,500,493.346235
