#{"t_start": 1719344686.8158927, "env_id": "CartPoleAggregated-v1"}
r,l,t
21.0,21,0.723871
34.0,34,2.537353
23.0,23,4.094072
25.0,25,5.587045
40.0,40,7.070212
24.0,24,8.413841
48.0,48,12.775624
17.0,17,14.228777
13.0,13,14.258261
43.0,43,16.033785
17.0,17,17.564381
69.0,69,20.786383
74.0,74,24.121655
38.0,38,27.343114
85.0,85,30.640092
81.0,81,35.586002
42.0,42,37.189202
19.0,19,38.754208
344.0,344,54.401837
331.0,331,69.046107
500.0,500,89.023729
500.0,500,107.564836
500.0,500,128.027536
500.0,500,145.283351
500.0,500,166.882211
500.0,500,186.50311
500.0,500,204.672914
500.0,500,225.930449
500.0,500,244.983495
500.0,500,267.14689
500.0,500,285.569845
500.0,500,303.739089
500.0,500,325.734217
500.0,500,344.786148
500.0,500,364.931243
500.0,500,384.446583
500.0,500,402.099539
500.0,500,422.579833
233.0,233,431.429123
500.0,500,451.4986
500.0,500,472.365344
213.0,213,480.622083
315.0,315,491.80908
