#{"t_start": 1718712894.6048632, "env_id": "CartPole-v1"}
r,l,t
22.0,22,0.720355
34.0,34,2.773606
18.0,18,4.345418
37.0,37,5.80981
19.0,19,7.749996
22.0,22,7.809373
29.0,29,9.928441
185.0,185,18.799906
183.0,183,27.045701
111.0,111,31.163567
131.0,131,38.63725
139.0,139,47.847278
151.0,151,55.182215
160.0,160,64.314478
175.0,175,76.333025
417.0,417,88.614934
204.0,204,95.30164
141.0,141,104.552449
212.0,212,112.846658
243.0,243,125.317866
267.0,267,136.154623
278.0,278,148.736707
224.0,224,159.548451
500.0,500,174.700105
325.0,325,183.50207
500.0,500,197.098141
500.0,500,214.837376
500.0,500,230.2579
500.0,500,243.973925
500.0,500,261.22787
500.0,500,276.076877
500.0,500,294.231344
500.0,500,309.467544
500.0,500,322.837616
500.0,500,340.661409
500.0,500,355.377909
500.0,500,372.353876
500.0,500,387.912603
500.0,500,402.696809
