#{"t_start": 1718712894.6022074, "env_id": "CartPole-v1"}
r,l,t
16.0,16,0.710823
18.0,18,2.729638
12.0,12,2.755436
18.0,18,2.793894
10.0,10,4.34794
11.0,11,4.370606
24.0,24,5.807722
32.0,32,7.782742
30.0,30,9.904837
12.0,12,9.936607
58.0,58,14.260531
130.0,130,18.813199
200.0,200,27.095971
136.0,136,34.925125
129.0,129,42.296319
142.0,142,49.688776
143.0,143,58.828147
160.0,160,68.95611
188.0,188,78.197299
483.0,483,92.716733
192.0,192,100.845475
158.0,158,108.71856
215.0,215,118.872968
253.0,253,131.531516
288.0,288,144.175254
238.0,238,154.451953
500.0,500,172.004199
500.0,500,187.293766
500.0,500,200.870085
500.0,500,218.686998
500.0,500,234.26774
500.0,500,250.235868
500.0,500,264.983102
500.0,500,279.889678
500.0,500,298.041552
500.0,500,313.207329
500.0,500,329.223225
500.0,500,344.310088
500.0,500,359.751863
500.0,500,376.378932
500.0,500,391.575715
500.0,500,409.005733
