#{"t_start": 1719343385.2459447, "env_id": "CartPoleAggregated-v1"}
r,l,t
15.0,15,0.700907
11.0,11,0.724232
21.0,21,2.143538
18.0,18,3.681195
48.0,48,5.467995
17.0,17,6.885888
22.0,22,6.93274
35.0,35,8.251709
55.0,55,11.279553
14.0,14,11.311662
21.0,21,12.74058
24.0,24,14.107125
14.0,14,14.136854
31.0,31,15.557621
31.0,31,17.051667
26.0,26,18.655912
34.0,34,20.268781
12.0,12,21.806098
56.0,56,23.482176
40.0,40,26.459949
53.0,53,28.088437
54.0,54,31.076195
118.0,118,37.280879
182.0,182,44.80669
93.0,93,48.979708
98.0,98,52.855683
110.0,110,60.232207
