#{"t_start": 1719343484.5718527, "env_id": "CartPoleAggregated-v1"}
r,l,t
8.0,8,0.683856
14.0,14,0.712567
22.0,22,2.071294
41.0,41,3.677054
25.0,25,5.26914
37.0,37,6.709028
15.0,15,8.131239
81.0,81,11.076471
33.0,33,12.610315
80.0,80,17.201765
21.0,21,17.252854
26.0,26,18.986857
45.0,45,20.593941
9.0,9,22.066872
292.0,292,35.255818
149.0,149,42.265535
10.0,10,42.294418
10.0,10,42.32112
10.0,10,42.348559
104.0,104,48.493195
111.0,111,53.296617
157.0,157,61.379763
199.0,199,69.279982
154.0,154,75.842047
