#{"t_start": 1718377947.9698544, "env_id": "None"}
r,l,t--318.05737,56,1.717271
-447.53363,61,1.724907
-223.9383,61,1.724921
-34.975418,75,1.742776
-136.43167,79,1.75397
-494.8576,88,3.053553
-467.85223,94,3.062726
-1165.2509,167,3.196197
-1151.46,188,3.25107
-483.55264,95,3.440832
-2567.9116,306,3.588495
-506.83286,102,5.07775
-633.9924,108,5.092895
-381.02637,109,5.095046
-234.41168,161,5.170212
-452.87073,100,5.236774
-252.61093,189,5.425503
-94.55751,301,5.432154
-285.94702,65,7.189656
-382.13242,66,7.191747
-351.26678,75,7.204738
-404.68787,75,7.204751
-258.38394,109,7.245782
-508.23535,74,8.577473
-80.19972,87,8.597956
-122.70245,103,8.62852
-228.27147,139,8.678473
-106.61627,96,8.734575
-26.222656,186,8.760038
-625.80505,86,10.719971
-251.56819,184,10.986314
-27.41423,193,11.018083
-673.35376,101,11.383486
-196.25131,234,12.072077
-153.98038,435,12.176292
-527.515,197,12.498617
-173.68839,526,13.242554
-176.22208,626,13.307167
-577.9037,95,16.817215
-264.8659,123,16.885027
-261.78616,239,17.264894
-277.56778,178,17.416651
-115.82088,192,17.604553
-369.83417,186,18.667749
-447.80267,273,21.16351
-60.072678,223,23.784372
-125.70501,1000,23.824068
-123.80911,1000,23.824092
-323.70276,185,28.064926
-305.89343,205,28.138506
-39.601013,229,28.216497
-380.8851,320,28.548728
-354.47925,215,28.886825
-387.06732,223,29.008406
-346.56088,214,29.064521
-274.93872,267,29.716474
-200.0059,322,32.41672
-153.18488,1000,33.535949
-227.53633,192,39.837867
-257.2591,348,40.716549
-288.1059,456,43.897619
-288.86462,263,47.811593
-121.48495,1000,49.344277
-128.81808,1000,49.344304
-133.01764,1000,49.344317
-164.65654,196,54.045678
-266.42096,219,54.137036
-233.98782,225,54.157661
-292.38406,382,54.845596
-341.78607,353,56.088521
-337.3393,275,56.739079
-226.74751,266,59.467514
-176.26431,391,60.095049
-157.9419,1000,60.475606
-225.43698,272,64.863401
-243.04753,342,65.197084
-301.30386,355,65.251541
-77.939705,298,66.773355
-140.76173,1000,69.780646
-138.71376,1000,69.780658
-87.21875,268,75.641945
-134.38663,294,75.769188
-348.7232,371,76.118533
-27.622711,223,76.866632
-350.25714,267,76.969841
-269.3536,429,78.870724
-314.0456,401,80.006904
-158.77452,1000,80.794174
-155.61339,1000,80.794193
-459.98282,354,86.404534
-442.7884,659,89.064257
-288.39294,277,92.550545
-141.743,1000,93.439843
-168.35269,1000,93.439856
-154.01057,1000,93.439865
-387.27026,281,97.688463
-200.00156,288,97.727705
-32.015686,327,97.900514
-372.3353,450,98.507435
-411.2402,238,98.831211
-282.68033,244,100.776774
-274.453,343,101.092613
-151.81267,1000,103.54137
-322.83768,231,109.676665
-200.30789,271,109.896121
-142.08627,1000,120.691299
-137.80882,1000,120.691323
-133.3209,1000,120.691341
-490.3992,167,125.125929
-57.751335,214,126.380793
-177.28093,1000,135.266973
-161.68933,1000,135.267004
-175.34785,1000,135.267015
-168.94945,1000,135.267025
-444.41245,92,139.336087
-173.95174,192,139.607604
-477.1245,222,139.702819
-83.51668,228,140.791997
-334.31973,499,141.117738
-326.03207,161,141.804901
-122.79251,1000,145.201281
-193.156,225,151.148532
-412.751,303,151.419482
-381.63568,294,152.467116
-391.42535,302,153.021358
-420.59256,241,154.070514
-136.98672,1000,156.415853
-157.91962,1000,156.415882
-142.56433,1000,156.415895
-438.49625,157,161.351642
-447.43918,285,161.726053
-286.03632,274,162.545842
-406.74176,276,163.296099
-264.8695,778,164.897081
-274.71216,337,165.934179
-132.1688,1000,167.136169
-150.2493,1000,167.136187
-322.0722,231,171.915776
-372.02954,99,172.430178
-442.13293,380,172.752407
-329.48157,174,173.853892
-379.62177,446,175.891773
-270.9402,271,176.364159
-468.62918,162,178.024584
-140.76195,1000,178.175025
-127.03302,1000,178.175042
-147.49438,1000,178.175056
-445.46326,234,181.791637
-380.25464,249,181.858755
-398.5656,278,181.973459
-445.4827,89,182.154467
-415.87234,429,182.701207
-99.72475,214,183.003797
-409.59335,271,183.565891
-244.72183,221,184.357896
-426.5949,289,185.817434
-161.82834,1000,187.010973
-248.89508,229,201.453887
-618.26294,352,202.167458
-256.83026,129,202.20329
-259.966,231,203.950497
-438.28445,156,205.54003
-162.75957,1000,208.954116
-144.02377,1000,208.954148
-174.46642,1000,208.954161
-247.68411,172,212.879939
-543.36365,237,213.135346
-690.924,159,213.621536
-575.40027,224,214.581457
-505.47427,248,215.694409
-550.5414,312,219.82722
-151.66023,1000,221.752297
-153.19308,1000,221.752318
-180.7841,1000,221.752334
-557.1571,116,226.205421
-295.70435,142,226.249968
-120.01098,191,226.699918
-224.26297,141,227.391147
-415.01608,840,233.898518
-145.66113,1000,234.186649
-161.57498,1000,234.186667
-135.71779,1000,234.186679
-760.00464,92,237.396935
-644.70654,164,237.577785
-184.10437,174,237.604763
-567.2355,183,237.93593
-178.53789,175,238.279991
-48.745213,227,239.414348
-558.24304,306,241.843102
-476.2769,113,242.911195
-187.61551,1000,242.962569
-162.68446,1000,242.962582
-401.41086,161,261.823569
-677.7468,168,261.854527
-535.7647,265,262.113436
-234.47702,332,262.303309
-537.4276,421,264.62185
-564.0915,232,266.953555
-152.08838,1000,267.161139
-155.33623,197,270.701534
-280.0913,242,270.82899
-266.75104,247,270.842289
-196.13097,270,270.899594
-143.48335,296,271.7613
-444.56854,383,272.350898
-118.73292,127,272.446948
-352.5376,247,274.067697
-145.74457,1000,275.106724
-234.33273,195,279.32325
-147.36203,278,279.623348
-136.82759,283,279.64049
-267.06335,512,280.596127
-102.884926,290,280.857997
-291.8679,708,281.601676
-190.95193,277,287.355529
-165.6271,331,287.595495
-94.63198,391,287.848253
-174.86269,398,287.87283
-224.14941,246,288.239353
-168.90414,205,288.532763
-187.69879,290,288.599472
-195.8457,179,289.250139
-350.63507,404,289.307913
-56.23111,293,289.801198
-172.76291,1000,290.211757
-296.23648,379,294.939443
-128.52066,465,295.433732
-224.07474,503,295.627818
-310.47018,582,295.994895
-125.58708,384,296.827723
-279.6461,344,297.31325
-238.53006,508,298.154694
-154.68953,1000,298.325624
-199.36615,268,323.772824
-355.41937,369,324.435095
-244.01706,463,325.108037
-245.87709,465,325.121015
-261.2801,339,326.749354
-290.71698,359,327.882595
-173.56392,1000,329.911291
-46.23797,228,335.98255
-125.18432,301,336.251208
-251.94707,542,337.607396
-157.10162,1000,342.204915
-120.56979,1000,342.204938
-287.78906,438,347.823112
-248.72078,502,348.225507
-174.1211,383,351.547637
-144.29532,1000,352.873326
-151.53407,1000,352.873337
-158.09357,1000,352.873346
-222.8008,411,358.918862
-213.47424,527,359.732304
