#{"t_start": 1718462887.2528148, "env_id": "CartPole-v1"}
r,l,t19.0,9,2.244739
9.0,9,4.190787
10.0,10,6.043502
8.0,8,7.900938
9.0,9,9.788622
9.0,9,11.68332
10.0,10,13.601137
10.0,10,15.481142
10.0,10,17.35163
9.0,9,19.242769
7575
15.0,15,1.274098
14.0,14,1.312927
9.0,9,1.341854
13.0,13,1.377769
16.0,16,1.429351
13.0,13,1.467376
15.0,15,1.503483
21.0,21,1.570628
9.0,9,1.600119
12.0,12,1.633478
13.0,13,1.668962
8.0,8,1.694562
11.0,11,1.732988
12.0,12,1.773164
10.0,10,1.802246
12.0,12,1.841202
9.0,9,1.892275
11.0,11,1.931752
10.0,10,1.968751
10.0,10,2.0006
10.0,10,2.033023
9.0,9,2.063411
12.0,12,2.106519
10.0,10,2.140508
8.0,8,2.17306
9.0,9,2.201743
10.0,10,2.239318
10.0,10,2.325928
9.0,9,2.360045
11.0,11,2.401773
9.0,9,2.438532
10.0,10,2.482017
9.0,9,2.517823
9.0,9,2.554447
8.0,8,2.590352
12.0,12,2.63167
11.0,11,2.670331
10.0,10,2.703206
8.0,8,2.735051
10.0,10,2.771736
10.0,10,2.808469
9.0,9,2.843988
10.0,10,2.876969
9.0,9,2.912907
10.0,10,2.952897
10.0,10,2.986555
10.0,10,3.025815
10.0,10,3.059939
11.0,11,3.100188
8.0,8,3.131411
9.0,9,3.164006
11.0,11,3.20085
10.0,10,3.243898
9.0,9,3.276871
10.0,10,3.310538
10.0,10,3.34919
11.0,11,3.386463
9.0,9,3.415899
8.0,8,3.450038
10.0,10,3.488435
8.0,8,3.521675
10.0,10,3.5628
10.0,10,3.596824
10.0,10,3.636386
8.0,8,3.669419
9.0,9,3.699343
9.0,9,3.735067
9.0,9,3.771939
9.0,9,3.804909
9.0,9,3.842278
9.0,9,3.875854
10.0,10,3.923039
12.0,12,3.966291
10.0,10,4.004101
9.0,9,4.036885
9.0,9,4.073079
10.0,10,4.110143
10.0,10,4.149377
10.0,10,4.18312
10.0,10,4.24981
14.0,14,4.293891
10.0,10,4.334175
9.0,9,4.370305
9.0,9,4.403374
9.0,9,4.43604
9.0,9,4.471569
10.0,10,4.505728
10.0,10,4.541114
9.0,9,4.573738
10.0,10,4.60416
10.0,10,4.639251
8.0,8,4.669494
11.0,11,4.708364
8.0,8,4.733049
9.0,9,4.760945
10.0,10,4.795453
11.0,11,4.831239
8.0,8,4.85778
10.0,10,4.893942
8.0,8,4.924471
9.0,9,4.955124
10.0,10,4.99439
9.0,9,5.027067
9.0,9,5.059838
9.0,9,5.095035
10.0,10,5.132229
10.0,10,5.166647
10.0,10,5.206159
10.0,10,5.243296
10.0,10,5.279711
10.0,10,5.312072
13.0,13,5.356943
9.0,9,5.391919
11.0,11,5.432237
10.0,10,5.463215
10.0,10,5.5056
9.0,9,5.538081
8.0,8,5.566269
9.0,9,5.600711
10.0,10,5.637632
10.0,10,5.671609
9.0,9,5.706451
10.0,10,5.746545
11.0,11,5.791051
9.0,9,5.827209
9.0,9,5.859642
11.0,11,5.90083
10.0,10,5.940355
13.0,13,5.992842
9.0,9,6.028542
10.0,10,6.089833
9.0,9,6.128227
10.0,10,6.161865
10.0,10,6.198503
10.0,10,6.234151
10.0,10,6.266683
9.0,9,6.295402
9.0,9,6.327042
10.0,10,6.36535
10.0,10,6.395524
9.0,9,6.426231
11.0,11,6.464289
9.0,9,6.493917
10.0,10,6.527042
9.0,9,6.562482
10.0,10,6.59385
8.0,8,6.621091
11.0,11,6.658506
9.0,9,6.693967
9.0,9,6.735906
10.0,10,6.768008
10.0,10,6.804729
11.0,11,6.849625
10.0,10,6.884033
10.0,10,6.92575
10.0,10,6.961907
10.0,10,7.003179
10.0,10,7.03389
9.0,9,7.073301
9.0,9,7.110567
13.0,13,7.157753
10.0,10,7.193885
10.0,10,7.232261
8.0,8,7.268941
10.0,10,7.306
10.0,10,7.343888
10.0,10,7.382241
10.0,10,7.421662
9.0,9,7.457088
9.0,9,7.494478
9.0,9,7.530398
10.0,10,7.560972
11.0,11,7.600817
10.0,10,7.634309
10.0,10,7.67723
8.0,8,7.704879
9.0,9,7.73466
10.0,10,7.772868
10.0,10,7.805386
9.0,9,7.836889
8.0,8,7.865225
10.0,10,7.903426
9.0,9,7.954556
10.0,10,7.988153
9.0,9,8.020825
10.0,10,8.05412
9.0,9,8.091583
11.0,11,8.12126
10.0,10,8.154353
10.0,10,8.191869
10.0,10,8.227227
10.0,10,8.258171
10.0,10,8.29395
11.0,11,8.334311
8.0,8,8.365154
10.0,10,8.398204
9.0,9,8.428085
10.0,10,8.466334
10.0,10,8.50085
9.0,9,8.536299
9.0,9,8.564253
9.0,9,8.593764
12.0,12,8.642561
9.0,9,8.677637
10.0,10,8.723053
10.0,10,8.759881
9.0,9,8.79411
11.0,11,8.838751
10.0,10,8.877438
10.0,10,8.916964
11.0,11,8.956846
9.0,9,8.990947
10.0,10,9.033028
9.0,9,9.068064
10.0,10,9.1076
11.0,11,9.149621
10.0,10,9.189029
10.0,10,9.22979
9.0,9,9.268124
8.0,8,9.303788
8.0,8,9.342529
10.0,10,9.383075
9.0,9,9.417608
10.0,10,9.457636
10.0,10,9.489636
10.0,10,9.523323
9.0,9,9.558771
10.0,10,9.595108
10.0,10,9.631001
9.0,9,9.663728
10.0,10,9.704083
13.0,13,9.749783
9.0,9,9.781915
10.0,10,9.840973
8.0,8,9.868412
9.0,9,9.896635
10.0,10,9.931667
9.0,9,9.966808
9.0,9,10.001348
8.0,8,10.037442
9.0,9,10.072048
11.0,11,10.113664
9.0,9,10.14898
10.0,10,10.186003
11.0,11,10.231754
8.0,8,10.259674
9.0,9,10.292721
10.0,10,10.322802
11.0,11,10.368687
9.0,9,10.402058
11.0,11,10.447224
10.0,10,10.494371
9.0,9,10.520598
10.0,10,10.555273
10.0,10,10.59353
9.0,9,10.619992
9.0,9,10.649285
10.0,10,10.685613
9.0,9,10.710966
9.0,9,10.740763
10.0,10,10.778685
10.0,10,10.811304
10.0,10,10.85446
9.0,9,10.888549
10.0,10,10.930938
8.0,8,10.960582
8.0,8,10.992437
9.0,9,11.025543
9.0,9,11.058633
10.0,10,11.098696
12.0,12,11.141506
10.0,10,11.175837
9.0,9,11.21258
9.0,9,11.248125
8.0,8,11.277151
9.0,9,11.314145
8.0,8,11.341975
9.0,9,11.376108
9.0,9,11.415052
9.0,9,11.452902
10.0,10,11.496408
11.0,11,11.535671
9.0,9,11.571592
10.0,10,11.612307
13.0,13,11.655334
9.0,9,11.68389
8.0,8,11.736995
11.0,11,11.777677
11.0,11,11.818167
10.0,10,11.852601
10.0,10,11.892195
10.0,10,11.929699
10.0,10,11.969909
11.0,11,12.012084
10.0,10,12.049686
10.0,10,12.087191
10.0,10,12.127321
10.0,10,12.161533
11.0,11,12.204395
10.0,10,12.245661
10.0,10,12.28194
11.0,11,12.329
10.0,10,12.365938
11.0,11,12.410311
8.0,8,12.442732
9.0,9,12.475739
9.0,9,12.51065
9.0,9,12.544036
10.0,10,12.580955
10.0,10,12.617855
9.0,9,12.655095
8.0,8,12.683569
9.0,9,12.716102
10.0,10,12.757126
10.0,10,12.794856
9.0,9,12.82983
9.0,9,12.863247
10.0,10,12.900983
11.0,11,12.953254
10.0,10,12.990391
11.0,11,13.025398
10.0,10,13.069267
10.0,10,13.102314
10.0,10,13.138723
9.0,9,13.175493
11.0,11,13.212349
11.0,11,13.252058
11.0,11,13.292763
10.0,10,13.332453
9.0,9,13.365371
10.0,10,13.408831
9.0,9,13.437214
8.0,8,13.47332
11.0,11,13.510146
11.0,11,13.548108
8.0,8,13.575536
11.0,11,13.632255
9.0,9,13.672027
10.0,10,13.709462
11.0,11,13.750562
9.0,9,13.78639
10.0,10,13.823428
10.0,10,13.86042
10.0,10,13.896772
8.0,8,13.925402
10.0,10,13.965629
11.0,11,14.0063
10.0,10,14.04316
10.0,10,14.08266
10.0,10,14.113455
9.0,9,14.146294
10.0,10,14.185713
8.0,8,14.217122
10.0,10,14.250466
9.0,9,14.285387
8.0,8,14.31379
10.0,10,14.347141
8.0,8,14.375137
9.0,9,14.410424
9.0,9,14.446149
10.0,10,14.480459
9.0,9,14.515755
8.0,8,14.543721
8.0,8,14.571391
9.0,9,14.60997
9.0,9,14.642699
10.0,10,14.676555
9.0,9,14.714458
10.0,10,14.752128
10.0,10,14.788973
10.0,10,14.829014
9.0,9,14.858605
10.0,10,14.895212
9.0,9,14.930966
9.0,9,14.963876
10.0,10,15.000304
10.0,10,15.040506
10.0,10,15.078771
10.0,10,15.115569
9.0,9,15.151471
9.0,9,15.184385
9.0,9,15.220166
10.0,10,15.257208
9.0,9,15.286551
9.0,9,15.322229
10.0,10,15.358974
15.0,15,15.410685
9.0,9,15.450101
10.0,10,15.484537
10.0,10,15.545731
9.0,9,15.578765
9.0,9,15.612106
9.0,9,15.644633
8.0,8,15.676556
10.0,10,15.713928
10.0,10,15.750687
8.0,8,15.782105
10.0,10,15.815743
9.0,9,15.852394
9.0,9,15.885162
8.0,8,15.913872
9.0,9,15.955099
9.0,9,15.988446
10.0,10,16.022511
9.0,9,16.06022
8.0,8,16.088722
9.0,9,16.121713
9.0,9,16.153866
10.0,10,16.193602
9.0,9,16.223583
11.0,11,16.26769
11.0,11,16.302079
8.0,8,16.334068
10.0,10,16.373891
11.0,11,16.4143
9.0,9,16.447056
10.0,10,16.483726
8.0,8,16.512274
10.0,10,16.548989
12.0,12,16.594084
9.0,9,16.627203
8.0,8,16.655087
9.0,9,16.689965
12.0,12,16.732217
10.0,10,16.768873
8.0,8,16.803606
8.0,8,16.827621
8.0,8,16.855431
10.0,10,16.892154
10.0,10,16.928224
9.0,9,16.960403
11.0,11,17.004085
9.0,9,17.033113
10.0,10,17.069285
10.0,10,17.105484
9.0,9,17.133932
9.0,9,17.16887
9.0,9,17.201942
10.0,10,17.23928
9.0,9,17.274509
10.0,10,17.310754
10.0,10,17.344227
9.0,9,17.400657
10.0,10,17.434362
10.0,10,17.471478
8.0,8,17.508403
10.0,10,17.541888
10.0,10,17.582628
9.0,9,17.617492
9.0,9,17.655089
10.0,10,17.691858
9.0,9,17.726099
10.0,10,17.764105
9.0,9,17.796811
10.0,10,17.840249
10.0,10,17.876817
9.0,9,17.909744
9.0,9,17.947954
12.0,12,17.986071
8.0,8,18.012763
10.0,10,18.050662
9.0,9,18.083743
10.0,10,18.12044
9.0,9,18.15915
10.0,10,18.192876
8.0,8,18.22088
9.0,9,18.260468
9.0,9,18.292847
14.0,14,18.340118
10.0,10,18.381433
9.0,9,18.414196
9.0,9,18.446889
11.0,11,18.494427
9.0,9,18.521085
10.0,10,18.554331
9.0,9,18.596249
10.0,10,18.630689
9.0,9,18.66036
9.0,9,18.694746
10.0,10,18.730881
12.0,12,18.775066
12.0,12,18.817126
12.0,12,18.855994
10.0,10,18.894744
10.0,10,18.935318
10.0,10,18.968801
9.0,9,19.006581
11.0,11,19.043448
15.0,15,19.095361
10.0,10,19.135714
9.0,9,19.169383
10.0,10,19.215354
10.0,10,19.286205
