#{"t_start": 1718462887.241868, "env_id": "CartPole-v1"}
r,l,t
9.0,9,10.168523
9.0,9,10.19794
8.0,8,10.235203
9.0,9,10.26406
8.0,8,10.295951
8.0,8,10.321034
10.0,10,10.355825
9.0,9,10.391732
10.0,10,10.429083
9.0,9,10.471471
10.0,10,10.512241
11.0,11,10.548615
10.0,10,10.583609
9.0,9,10.614767
11.0,11,10.648908
10.0,10,10.684204
13.0,13,10.722891
10.0,10,10.759304
9.0,9,10.790534
11.0,11,10.830918
9.0,9,10.866518
11.0,11,10.913177
10.0,10,10.949533
10.0,10,10.993095
9.0,9,11.023217
10.0,10,11.057647
10.0,10,11.101008
11.0,11,11.139377
9.0,9,11.17245
10.0,10,11.210405
10.0,10,11.24731
12.0,12,11.294147
8.0,8,11.326048
10.0,10,11.359852
9.0,9,11.399821
11.0,11,11.441993
8.0,8,11.472425
9.0,9,11.513494
10.0,10,11.549045
10.0,10,11.58848
10.0,10,11.626135
10.0,10,11.662828
10.0,10,11.695774
9.0,9,11.75398
10.0,10,11.789685
12.0,12,11.834988
8.0,8,11.863407
9.0,9,11.895859
10.0,10,11.935054
10.0,10,11.972738
9.0,9,12.007644
10.0,10,12.047265
10.0,10,12.081602
9.0,9,12.117116
10.0,10,12.154336
10.0,10,12.194846
11.0,11,12.234481
11.0,11,12.278595
10.0,10,12.317605
10.0,10,12.35742
10.0,10,12.397036
11.0,11,12.440834
10.0,10,12.478404
9.0,9,12.510951
10.0,10,12.550864
9.0,9,12.583784
9.0,9,12.616588
10.0,10,12.660816
10.0,10,12.695378
9.0,9,12.728234
9.0,9,12.767865
8.0,8,12.796314
9.0,9,12.828939
9.0,9,12.865468
10.0,10,12.902231
8.0,8,12.936724
10.0,10,12.979598
10.0,10,13.016531
10.0,10,13.050446
9.0,9,13.083555
10.0,10,13.122852
10.0,10,13.162851
8.0,8,13.192099
10.0,10,13.224353
9.0,9,13.257039
10.0,10,13.297589
9.0,9,13.330003
9.0,9,13.365402
9.0,9,13.402779
10.0,10,13.439226
11.0,11,13.480465
10.0,10,13.513936
10.0,10,13.55026
13.0,13,13.599405
9.0,9,13.644181
11.0,11,13.692938
11.0,11,13.733856
9.0,9,13.767247
10.0,10,13.804015
9.0,9,13.83972
9.0,9,13.872504
9.0,9,13.904566
10.0,10,13.944756
10.0,10,13.978929
9.0,9,14.014421
9.0,9,14.046364
10.0,10,14.080644
13.0,13,14.129866
11.0,11,14.17138
10.0,10,14.210428
10.0,10,14.244417
9.0,9,14.273614
9.0,9,14.314988
11.0,11,14.349566
8.0,8,14.37773
10.0,10,14.41728
9.0,9,14.449749
8.0,8,14.477951
9.0,9,14.51365
9.0,9,14.549254
10.0,10,14.582364
9.0,9,14.6181
10.0,10,14.654792
9.0,9,14.687407
10.0,10,14.726551
10.0,10,14.76406
8.0,8,14.792616
10.0,10,14.835408
10.0,10,14.869511
10.0,10,14.906122
8.0,8,14.937317
11.0,11,14.975939
10.0,10,15.012392
8.0,8,15.047148
10.0,10,15.08233
10.0,10,15.119026
10.0,10,15.156341
8.0,8,15.188103
9.0,9,15.220312
10.0,10,15.257283
11.0,11,15.298558
9.0,9,15.334302
10.0,10,15.371042
12.0,12,15.409102
9.0,9,15.445731
9.0,9,15.479075
10.0,10,15.540603
12.0,12,15.586249
10.0,10,15.624182
10.0,10,15.66411
9.0,9,15.697506
10.0,10,15.731439
10.0,10,15.774827
10.0,10,15.808314
11.0,11,15.849324
9.0,9,15.882895
9.0,9,15.915464
9.0,9,15.948429
9.0,9,15.987256
10.0,10,16.027523
9.0,9,16.056706
10.0,10,16.093577
10.0,10,16.133801
9.0,9,16.163459
10.0,10,16.205697
9.0,9,16.235572
10.0,10,16.272318
8.0,8,16.30356
10.0,10,16.340578
9.0,9,16.376148
10.0,10,16.41226
9.0,9,16.444743
9.0,9,16.480506
10.0,10,16.517614
10.0,10,16.551799
10.0,10,16.590924
10.0,10,16.624873
11.0,11,16.666013
9.0,9,16.697412
10.0,10,16.734219
10.0,10,16.771481
10.0,10,16.810914
13.0,13,16.853436
10.0,10,16.887385
10.0,10,16.929528
10.0,10,16.959444
11.0,11,17.003047
11.0,11,17.044034
10.0,10,17.077629
10.0,10,17.11669
13.0,13,17.162248
10.0,10,17.195919
9.0,9,17.231287
9.0,9,17.263746
8.0,8,17.295038
10.0,10,17.331049
10.0,10,17.365431
10.0,10,17.429406
8.0,8,17.453928
8.0,8,17.482278
9.0,9,17.520493
9.0,9,17.553041
9.0,9,17.586196
9.0,9,17.627353
10.0,10,17.662505
10.0,10,17.699243
10.0,10,17.738119
10.0,10,17.776108
9.0,9,17.808699
9.0,9,17.846571
9.0,9,17.880926
10.0,10,17.917205
10.0,10,17.959935
10.0,10,17.992773
14.0,14,18.04694
10.0,10,18.080644
9.0,9,18.113232
8.0,8,18.141411
10.0,10,18.183896
9.0,9,18.216366
9.0,9,18.249169
9.0,9,18.282885
10.0,10,18.318929
10.0,10,18.352086
11.0,11,18.398093
10.0,10,18.434735
10.0,10,18.477933
10.0,10,18.514148
10.0,10,18.544992
9.0,9,18.580837
10.0,10,18.621529
10.0,10,18.649025
10.0,10,18.692
8.0,8,18.718302
8.0,8,18.747715
11.0,11,18.787174
9.0,9,18.820344
11.0,11,18.855423
9.0,9,18.885258
10.0,10,18.924486
10.0,10,18.963434
10.0,10,18.999435
10.0,10,19.03693
10.0,10,19.070038
9.0,9,19.103304
9.0,9,19.137605
9.0,9,19.168499
10.0,10,19.221365
10.0,10,19.257428
10.0,10,19.298095
