#{"t_start": 1718462887.2426412, "env_id": "CartPole-v1"}
r,l,t
10.0,10,9.907646
12.0,12,9.951265
10.0,10,9.987961
9.0,9,10.022588
9.0,9,10.06712
8.0,8,10.096282
9.0,9,10.129077
10.0,10,10.172186
10.0,10,10.212522
11.0,11,10.247849
10.0,10,10.285612
10.0,10,10.320113
10.0,10,10.35486
12.0,12,10.405317
10.0,10,10.442983
9.0,9,10.488458
9.0,9,10.518612
10.0,10,10.548712
10.0,10,10.586513
10.0,10,10.621772
12.0,12,10.656656
10.0,10,10.692474
10.0,10,10.72193
10.0,10,10.758343
9.0,9,10.789584
9.0,9,10.821077
10.0,10,10.859974
10.0,10,10.899355
8.0,8,10.929413
10.0,10,10.97149
9.0,9,11.008263
10.0,10,11.04584
9.0,9,11.077935
10.0,10,11.116171
10.0,10,11.152312
9.0,9,11.185572
10.0,10,11.223497
11.0,11,11.265196
9.0,9,11.301615
8.0,8,11.330867
8.0,8,11.358909
9.0,9,11.398861
10.0,10,11.439828
9.0,9,11.471496
9.0,9,11.512568
10.0,10,11.54811
10.0,10,11.587551
11.0,11,11.63018
9.0,9,11.6619
10.0,10,11.694838
10.0,10,11.756698
11.0,11,11.794652
10.0,10,11.834053
9.0,9,11.863533
10.0,10,11.902933
13.0,13,11.955294
9.0,9,11.991597
13.0,13,12.037836
10.0,10,12.074629
10.0,10,12.108957
8.0,8,12.143823
10.0,10,12.18099
9.0,9,12.215335
9.0,9,12.252877
10.0,10,12.291841
10.0,10,12.330767
11.0,11,12.375808
10.0,10,12.414991
8.0,8,12.44716
10.0,10,12.48226
9.0,9,12.514518
9.0,9,12.549938
9.0,9,12.582841
10.0,10,12.620303
8.0,8,12.652048
9.0,9,12.688589
10.0,10,12.722322
8.0,8,12.758728
11.0,11,12.796412
9.0,9,12.832731
10.0,10,12.872912
10.0,10,12.907093
9.0,9,12.942406
9.0,9,12.983411
11.0,11,13.022343
10.0,10,13.06583
9.0,9,13.098809
10.0,10,13.134279
10.0,10,13.172057
8.0,8,13.20383
9.0,9,13.232684
10.0,10,13.26846
10.0,10,13.303423
9.0,9,13.338465
10.0,10,13.376287
10.0,10,13.419648
11.0,11,13.457848
10.0,10,13.497839
8.0,8,13.526064
12.0,12,13.563855
9.0,9,13.599528
9.0,9,13.651825
10.0,10,13.691985
8.0,8,13.720275
12.0,12,13.766294
10.0,10,13.803076
10.0,10,13.843301
9.0,9,13.872698
10.0,10,13.911907
10.0,10,13.945778
10.0,10,13.988796
10.0,10,14.023151
10.0,10,14.062675
9.0,9,14.094981
8.0,8,14.123245
10.0,10,14.157168
10.0,10,14.196589
10.0,10,14.230433
10.0,10,14.266776
9.0,9,14.302286
8.0,8,14.330278
9.0,9,14.359336
9.0,9,14.400792
11.0,11,14.438913
11.0,11,14.476994
9.0,9,14.512695
10.0,10,14.549443
10.0,10,14.58244
10.0,10,14.625716
10.0,10,14.659527
8.0,8,14.687426
10.0,10,14.730199
9.0,9,14.763115
9.0,9,14.795912
10.0,10,14.83546
8.0,8,14.863765
10.0,10,14.897798
9.0,9,14.936374
9.0,9,14.96911
9.0,9,15.002224
10.0,10,15.041307
8.0,8,15.070617
9.0,9,15.104047
9.0,9,15.139773
9.0,9,15.169347
10.0,10,15.206199
9.0,9,15.241889
10.0,10,15.282171
10.0,10,15.316538
10.0,10,15.359027
10.0,10,15.392249
10.0,10,15.432513
9.0,9,15.462371
9.0,9,15.495437
10.0,10,15.556745
10.0,10,15.591015
9.0,9,15.624297
9.0,9,15.663164
8.0,8,15.691633
9.0,9,15.724795
8.0,8,15.75621
10.0,10,15.79316
9.0,9,15.825436
9.0,9,15.862071
9.0,9,15.891332
9.0,9,15.924691
9.0,9,15.965961
9.0,9,15.99931
10.0,10,16.033539
8.0,8,16.063731
10.0,10,16.1009
10.0,10,16.134998
10.0,10,16.178007
10.0,10,16.211602
9.0,9,16.247301
10.0,10,16.284467
9.0,9,16.312952
8.0,8,16.344936
10.0,10,16.38476
12.0,12,16.429926
10.0,10,16.463523
10.0,10,16.5037
10.0,10,16.537621
11.0,11,16.581478
8.0,8,16.609743
10.0,10,16.646554
11.0,11,16.683619
11.0,11,16.724607
10.0,10,16.761215
10.0,10,16.7982
10.0,10,16.834402
9.0,9,16.866379
10.0,10,16.903178
11.0,11,16.943958
12.0,12,16.985238
9.0,9,17.020106
9.0,9,17.052484
10.0,10,17.089305
9.0,9,17.123781
11.0,11,17.161296
10.0,10,17.194983
9.0,9,17.23033
10.0,10,17.263769
10.0,10,17.306568
9.0,9,17.3395
8.0,8,17.364477
9.0,9,17.421039
9.0,9,17.452986
10.0,10,17.490143
10.0,10,17.532774
10.0,10,17.566394
10.0,10,17.603198
10.0,10,17.64739
9.0,9,17.68036
11.0,11,17.718023
10.0,10,17.761133
10.0,10,17.798146
9.0,9,17.836245
9.0,9,17.872849
11.0,11,17.907692
10.0,10,17.95356
9.0,9,17.98222
11.0,11,18.022531
12.0,12,18.061529
9.0,9,18.094597
10.0,10,18.131308
9.0,9,18.170082
10.0,10,18.20382
10.0,10,18.243747
9.0,9,18.280652
10.0,10,18.313173
12.0,12,18.363279
9.0,9,18.392377
10.0,10,18.42954
10.0,10,18.471872
9.0,9,18.50535
9.0,9,18.531916
10.0,10,18.565092
8.0,8,18.603317
10.0,10,18.638087
11.0,11,18.672467
11.0,11,18.717365
10.0,10,18.75213
8.0,8,18.777606
11.0,11,18.820447
10.0,10,18.854493
9.0,9,18.884325
10.0,10,18.923549
9.0,9,18.961262
11.0,11,18.998473
11.0,11,19.040114
9.0,9,19.06908
8.0,8,19.092498
9.0,9,19.131385
10.0,10,19.167538
9.0,9,19.207454
11.0,11,19.256473
8.0,8,19.294402
