#{"t_start": 1718462887.2426412, "env_id": "CartPole-v1"}
r,l,t
9.0,9,2.254066
10.0,10,4.201935
9.0,9,6.051754
9.0,9,7.911864
10.0,10,9.799601
10.0,10,11.69444
9.0,9,13.609277
9.0,9,15.489226
10.0,10,17.361083
10.0,10,19.253752
409
9.0,9,1.316531
10.0,10,1.351947
14.0,14,1.388952
11.0,11,1.420781
12.0,12,1.460748
11.0,11,1.49167
11.0,11,1.520638
13.0,13,1.559172
13.0,13,1.602422
19.0,19,1.658637
22.0,22,1.721709
19.0,19,1.785407
13.0,13,1.826648
10.0,10,1.871485
11.0,11,1.919671
12.0,12,1.966485
12.0,12,2.002626
10.0,10,2.035458
10.0,10,2.069299
10.0,10,2.108418
10.0,10,2.139124
10.0,10,2.173252
10.0,10,2.211621
10.0,10,2.245878
10.0,10,2.332037
10.0,10,2.371024
10.0,10,2.41181
10.0,10,2.449448
10.0,10,2.492873
10.0,10,2.533846
11.0,11,2.584622
8.0,8,2.614847
10.0,10,2.647043
10.0,10,2.681409
11.0,11,2.721747
11.0,11,2.760288
10.0,10,2.79686
10.0,10,2.836759
8.0,8,2.864965
9.0,9,2.896618
10.0,10,2.933362
11.0,11,2.974486
10.0,10,3.014117
10.0,10,3.050977
10.0,10,3.087975
9.0,9,3.122387
9.0,9,3.155158
9.0,9,3.188051
10.0,10,3.22636
10.0,10,3.260547
9.0,9,3.293272
9.0,9,3.331414
9.0,9,3.36027
13.0,13,3.406592
10.0,10,3.445981
10.0,10,3.479736
9.0,9,3.518047
8.0,8,3.554425
11.0,11,3.592834
9.0,9,3.625727
11.0,11,3.671582
11.0,11,3.709199
10.0,10,3.746166
10.0,10,3.784144
12.0,12,3.826298
9.0,9,3.864187
9.0,9,3.904747
10.0,10,3.952447
11.0,11,3.990769
9.0,9,4.023573
9.0,9,4.059684
10.0,10,4.096555
10.0,10,4.130429
10.0,10,4.170161
10.0,10,4.203371
9.0,9,4.266361
13.0,13,4.312159
8.0,8,4.340599
9.0,9,4.376831
9.0,9,4.409842
10.0,10,4.447069
10.0,10,4.487402
9.0,9,4.516838
10.0,10,4.552215
10.0,10,4.58596
9.0,9,4.615346
9.0,9,4.645771
10.0,10,4.681716
9.0,9,4.715334
8.0,8,4.743124
12.0,12,4.778959
9.0,9,4.807701
9.0,9,4.838327
9.0,9,4.868794
11.0,11,4.90607
9.0,9,4.940815
9.0,9,4.974047
9.0,9,5.010314
9.0,9,5.042913
9.0,9,5.075201
9.0,9,5.110287
8.0,8,5.138655
9.0,9,5.171847
9.0,9,5.204479
8.0,8,5.235841
10.0,10,5.272304
12.0,12,5.313345
9.0,9,5.344972
9.0,9,5.373567
10.0,10,5.412452
10.0,10,5.445548
8.0,8,5.47416
9.0,9,5.509352
10.0,10,5.549092
9.0,9,5.578441
9.0,9,5.612993
10.0,10,5.64981
8.0,8,5.677956
9.0,9,5.710269
13.0,13,5.763488
8.0,8,5.794296
9.0,9,5.83243
15.0,15,5.891673
10.0,10,5.93461
9.0,9,5.965845
10.0,10,6.003742
9.0,9,6.039469
9.0,9,6.096276
10.0,10,6.139236
11.0,11,6.1772
9.0,9,6.209517
11.0,11,6.249284
9.0,9,6.277688
9.0,9,6.306416
10.0,10,6.342104
8.0,8,6.369453
8.0,8,6.392279
9.0,9,6.424531
10.0,10,6.462847
11.0,11,6.500073
10.0,10,6.530713
9.0,9,6.56835
11.0,11,6.601493
10.0,10,6.636908
10.0,10,6.669449
9.0,9,6.704973
9.0,9,6.746996
10.0,10,6.778852
9.0,9,6.811201
13.0,13,6.866131
11.0,11,6.903696
10.0,10,6.942864
10.0,10,6.981024
10.0,10,7.016093
11.0,11,7.055255
9.0,9,7.093926
9.0,9,7.132142
9.0,9,7.167687
12.0,12,7.212366
10.0,10,7.24848
9.0,9,7.286169
9.0,9,7.321185
10.0,10,7.356061
9.0,9,7.393311
8.0,8,7.423884
10.0,10,7.462987
10.0,10,7.505462
11.0,11,7.546898
10.0,10,7.582515
10.0,10,7.616863
10.0,10,7.652399
11.0,11,7.694148
10.0,10,7.7286
9.0,9,7.758386
9.0,9,7.791659
9.0,9,7.824505
10.0,10,7.857465
10.0,10,7.897022
10.0,10,7.949794
10.0,10,7.983665
10.0,10,8.019717
9.0,9,8.050785
10.0,10,8.086707
8.0,8,8.114997
9.0,9,8.144199
10.0,10,8.177221
10.0,10,8.21696
9.0,9,8.246062
10.0,10,8.276756
10.0,10,8.314203
9.0,9,8.345157
10.0,10,8.381612
9.0,9,8.41046
9.0,9,8.445409
8.0,8,8.472633
10.0,10,8.510535
11.0,11,8.55239
9.0,9,8.579528
9.0,9,8.612137
10.0,10,8.652304
10.0,10,8.688598
9.0,9,8.729002
9.0,9,8.76448
11.0,11,8.80493
11.0,11,8.84979
10.0,10,8.888492
9.0,9,8.927021
13.0,13,8.968788
10.0,10,9.006817
10.0,10,9.05009
9.0,9,9.087712
9.0,9,9.119687
10.0,10,9.16056
11.0,11,9.205801
9.0,9,9.240815
9.0,9,9.279057
10.0,10,9.321346
10.0,10,9.36888
8.0,8,9.399183
8.0,8,9.432739
8.0,8,9.464118
9.0,9,9.495893
9.0,9,9.525398
11.0,11,9.565338
8.0,8,9.596841
9.0,9,9.625588
10.0,10,9.668056
10.0,10,9.705233
11.0,11,9.745661
10.0,10,9.779403
10.0,10,9.835188
11.0,11,9.874965
