#{"t_start": 1718462887.2504928, "env_id": "CartPole-v1"}
r,l,t
10.0,10,2.24856
9.0,9,4.193005
10.0,10,7.905934
8.0,8,9.789433
9.0,9,11.685509
8.0,8,13.600539
10.0,10,15.483322
9.0,9,17.352421
9.0,9,19.244974
165546
41.0,41,1.26376
31.0,31,1.349321
8.0,8,1.372595
12.0,12,1.404204
11.0,11,1.438005
11.0,11,1.475248
12.0,12,1.502601
15.0,15,1.544883
12.0,12,1.588638
19.0,19,1.639367
20.0,20,1.699263
11.0,11,1.740632
13.0,13,1.786254
20.0,20,1.844581
9.0,9,1.895685
10.0,10,1.930454
9.0,9,1.961119
10.0,10,1.999089
10.0,10,2.028817
9.0,9,2.06173
9.0,9,2.096553
14.0,14,2.137582
9.0,9,2.176414
9.0,9,2.205121
10.0,10,2.242643
11.0,11,2.333991
11.0,11,2.373261
10.0,10,2.411327
9.0,9,2.451926
10.0,10,2.494291
9.0,9,2.530979
10.0,10,2.57708
10.0,10,2.612344
9.0,9,2.646094
10.0,10,2.674851
11.0,11,2.718762
11.0,11,2.756587
9.0,9,2.789291
9.0,9,2.824724
9.0,9,2.857406
11.0,11,2.894699
9.0,9,2.930394
8.0,8,2.958512
8.0,8,2.989929
9.0,9,3.027962
9.0,9,3.057469
10.0,10,3.094552
9.0,9,3.128804
9.0,9,3.161636
11.0,11,3.202001
9.0,9,3.23424
10.0,10,3.271599
8.0,8,3.299821
10.0,10,3.339327
12.0,12,3.376763
10.0,10,3.414149
10.0,10,3.453402
9.0,9,3.49086
9.0,9,3.524964
9.0,9,3.561468
10.0,10,3.594939
9.0,9,3.631323
10.0,10,3.672773
10.0,10,3.707629
10.0,10,3.748312
10.0,10,3.786134
11.0,11,3.824466
10.0,10,3.865667
9.0,9,3.911874
10.0,10,3.95016
10.0,10,3.987897
10.0,10,4.021891
10.0,10,4.065386
11.0,11,4.103196
9.0,9,4.136535
10.0,10,4.172837
10.0,10,4.237259
15.0,15,4.290458
10.0,10,4.327899
9.0,9,4.364095
9.0,9,4.400098
9.0,9,4.429676
10.0,10,4.46674
10.0,10,4.507103
10.0,10,4.536889
8.0,8,4.564586
10.0,10,4.59872
10.0,10,4.633606
