#{"t_start": 1718462887.2504928, "env_id": "CartPole-v1"}
r,l,t
10.0,10,4.671952
11.0,11,4.707713
9.0,9,4.736423
12.0,12,4.775451
9.0,9,4.804421
10.0,10,4.838323
9.0,9,4.868766
8.0,8,4.897304
10.0,10,4.933207
8.0,8,4.962842
10.0,10,5.002718
10.0,10,5.036365
10.0,10,5.072763
9.0,9,5.10845
9.0,9,5.141287
9.0,9,5.177502
8.0,8,5.208414
10.0,10,5.242331
10.0,10,5.279015
12.0,12,5.32261
11.0,11,5.35626
10.0,10,5.395349
9.0,9,5.424705
10.0,10,5.460847
10.0,10,5.50049
10.0,10,5.536875
10.0,10,5.57087
11.0,11,5.613943
9.0,9,5.646719
9.0,9,5.67925
9.0,9,5.714114
9.0,9,5.749929
10.0,10,5.786834
11.0,11,5.835691
10.0,10,5.872707
12.0,12,5.921833
8.0,8,5.951691
11.0,11,5.988804
9.0,9,6.026967
10.0,10,6.088713
9.0,9,6.124261
10.0,10,6.160589
9.0,9,6.193268
13.0,13,6.241591
9.0,9,6.270083
10.0,10,6.302836
8.0,8,6.330432
10.0,10,6.368751
8.0,8,6.391261
9.0,9,6.422015
8.0,8,6.451528
9.0,9,6.478107
9.0,9,6.505914
10.0,10,6.547946
9.0,9,6.575172
11.0,11,6.611416
9.0,9,6.646565
10.0,10,6.683224
9.0,9,6.716125
9.0,9,6.757685
8.0,8,6.782419
9.0,9,6.813508
11.0,11,6.85958
11.0,11,6.897239
9.0,9,6.935242
10.0,10,6.973407
10.0,10,7.008506
9.0,9,7.042673
8.0,8,7.076661
11.0,11,7.119879
10.0,10,7.160065
12.0,12,7.204756
8.0,8,7.234425
11.0,11,7.278632
9.0,9,7.313772
12.0,12,7.357164
10.0,10,7.396482
9.0,9,7.43162
10.0,10,7.473016
9.0,9,7.507087
10.0,10,7.546851
9.0,9,7.576004
9.0,9,7.609325
9.0,9,7.637679
10.0,10,7.680637
10.0,10,7.713753
10.0,10,7.749657
8.0,8,7.777708
10.0,10,7.809951
9.0,9,7.843953
9.0,9,7.879416
10.0,10,7.91251
11.0,11,7.971118
9.0,9,8.002827
9.0,9,8.036332
9.0,9,8.068736
12.0,12,8.107381
8.0,8,8.132238
10.0,10,8.166015
9.0,9,8.199614
9.0,9,8.230603
10.0,10,8.261522
8.0,8,8.286988
10.0,10,8.325964
10.0,10,8.361069
8.0,8,8.387276
10.0,10,8.426174
9.0,9,8.456384
10.0,10,8.491908
9.0,9,8.52658
8.0,8,8.558281
10.0,10,8.588403
9.0,9,8.628104
8.0,8,8.658018
9.0,9,8.693611
9.0,9,8.731407
9.0,9,8.763158
14.0,14,8.816586
9.0,9,8.85224
9.0,9,8.883104
10.0,10,8.92983
10.0,10,8.961211
10.0,10,8.999377
10.0,10,9.042517
8.0,8,9.072546
10.0,10,9.112104
10.0,10,9.152976
10.0,10,9.192355
10.0,10,9.233188
9.0,9,9.271477
10.0,10,9.313927
9.0,9,9.35352
12.0,12,9.402294
9.0,9,9.438981
9.0,9,9.475139
10.0,10,9.505681
9.0,9,9.542403
10.0,10,9.576274
10.0,10,9.612783
12.0,12,9.660527
11.0,11,9.698658
12.0,12,9.739922
10.0,10,9.776197
10.0,10,9.833585
12.0,12,9.877279
11.0,11,9.913111
10.0,10,9.951876
10.0,10,9.986429
9.0,9,10.022454
9.0,9,10.068948
11.0,11,10.104033
9.0,9,10.139466
9.0,9,10.175124
9.0,9,10.214036
9.0,9,10.244126
9.0,9,10.278075
9.0,9,10.308265
10.0,10,10.339821
10.0,10,10.383194
9.0,9,10.419097
11.0,11,10.47211
11.0,11,10.511004
9.0,9,10.539918
8.0,8,10.569121
8.0,8,10.596868
9.0,9,10.62333
9.0,9,10.652654
11.0,11,10.692932
11.0,11,10.726086
10.0,10,10.756894
9.0,9,10.7953
8.0,8,10.822285
10.0,10,10.862356
9.0,9,10.896729
10.0,10,10.939646
10.0,10,10.974235
10.0,10,11.014657
10.0,10,11.049206
10.0,10,11.092354
11.0,11,11.130851
11.0,11,11.165861
9.0,9,11.205474
9.0,9,11.238785
8.0,8,11.270753
10.0,10,11.308961
10.0,10,11.345326
9.0,9,11.379314
9.0,9,11.418342
8.0,8,11.452426
9.0,9,11.486684
9.0,9,11.524797
9.0,9,11.555322
9.0,9,11.590704
10.0,10,11.630924
10.0,10,11.667778
12.0,12,11.731123
11.0,11,11.76831
8.0,8,11.799703
10.0,10,11.839464
10.0,10,11.873249
9.0,9,11.908087
9.0,9,11.942036
9.0,9,11.978982
9.0,9,12.011106
11.0,11,12.053055
10.0,10,12.090512
9.0,9,12.12548
10.0,10,12.16042
10.0,10,12.198002
10.0,10,12.240253
12.0,12,12.285265
10.0,10,12.327108
9.0,9,12.36288
10.0,10,12.399818
11.0,11,12.446082
9.0,9,12.479055
10.0,10,12.515176
10.0,10,12.556218
10.0,10,12.593194
10.0,10,12.633107
10.0,10,12.67168
9.0,9,12.704412
10.0,10,12.744579
9.0,9,12.778181
10.0,10,12.81225
10.0,10,12.851626
10.0,10,12.889756
9.0,9,12.928072
10.0,10,12.970948
8.0,8,12.999803
10.0,10,13.035725
11.0,11,13.075145
9.0,9,13.109497
9.0,9,13.142047
10.0,10,13.183444
11.0,11,13.220548
11.0,11,13.261132
10.0,10,13.296096
8.0,8,13.327186
12.0,12,13.378275
10.0,10,13.420254
11.0,11,13.460275
10.0,10,13.494999
10.0,10,13.531503
11.0,11,13.568361
9.0,9,13.599799
10.0,10,13.657325
10.0,10,13.696995
10.0,10,13.731486
9.0,9,13.764328
10.0,10,13.803787
10.0,10,13.83794
10.0,10,13.876917
9.0,9,13.910288
10.0,10,13.950283
9.0,9,13.982565
10.0,10,14.019977
8.0,8,14.047838
10.0,10,14.087427
12.0,12,14.129592
10.0,10,14.163724
9.0,9,14.20181
9.0,9,14.234759
12.0,12,14.273384
8.0,8,14.307372
9.0,9,14.339756
10.0,10,14.376321
10.0,10,14.412781
10.0,10,14.449528
10.0,10,14.483768
8.0,8,14.514392
10.0,10,14.554425
9.0,9,14.587139
9.0,9,14.622605
10.0,10,14.659328
10.0,10,14.69236
10.0,10,14.732095
10.0,10,14.769497
10.0,10,14.809224
10.0,10,14.843757
10.0,10,14.883466
9.0,9,14.919346
9.0,9,14.948753
8.0,8,14.976804
10.0,10,15.019592
10.0,10,15.053723
8.0,8,15.083453
9.0,9,15.118892
9.0,9,15.154811
9.0,9,15.187727
9.0,9,15.223533
11.0,11,15.261818
12.0,12,15.304217
9.0,9,15.339723
11.0,11,15.380345
10.0,10,15.414064
8.0,8,15.44633
9.0,9,15.481937
9.0,9,15.536414
9.0,9,15.56555
10.0,10,15.606467
10.0,10,15.646959
9.0,9,15.679892
10.0,10,15.71732
8.0,8,15.748838
9.0,9,15.78152
11.0,11,15.819174
11.0,11,15.867757
9.0,9,15.897066
8.0,8,15.925628
10.0,10,15.965433
9.0,9,16.001228
10.0,10,16.035042
11.0,11,16.079358
9.0,9,16.108688
10.0,10,16.148982
9.0,9,16.184867
11.0,11,16.22218
8.0,8,16.253486
10.0,10,16.290507
9.0,9,16.323002
9.0,9,16.355789
9.0,9,16.390648
9.0,9,16.423354
10.0,10,16.460074
10.0,10,16.500427
9.0,9,16.530159
11.0,11,16.574003
8.0,8,16.602351
9.0,9,16.634963
12.0,12,16.675988
9.0,9,16.711179
8.0,8,16.742988
10.0,10,16.77961
10.0,10,16.815924
9.0,9,16.844804
8.0,8,16.873368
10.0,10,16.912656
10.0,10,16.948624
9.0,9,16.97755
10.0,10,17.016438
10.0,10,17.050571
10.0,10,17.089002
11.0,11,17.123483
12.0,12,17.168749
10.0,10,17.205355
10.0,10,17.242623
9.0,9,17.277895
10.0,10,17.314133
10.0,10,17.347565
10.0,10,17.409118
9.0,9,17.437741
10.0,10,17.474895
10.0,10,17.517746
9.0,9,17.552983
9.0,9,17.585975
9.0,9,17.620871
10.0,10,17.662479
9.0,9,17.695224
10.0,10,17.735322
10.0,10,17.772252
10.0,10,17.805851
10.0,10,17.852635
10.0,10,17.886028
10.0,10,17.922661
9.0,9,17.957138
8.0,8,17.988759
12.0,12,18.025141
10.0,10,18.067371
9.0,9,18.099891
10.0,10,18.134078
8.0,8,18.167939
10.0,10,18.207885
9.0,9,18.240704
9.0,9,18.274349
12.0,12,18.315225
9.0,9,18.355725
9.0,9,18.384814
8.0,8,18.413103
10.0,10,18.450155
10.0,10,18.493468
10.0,10,18.524455
10.0,10,18.557753
10.0,10,18.60439
10.0,10,18.638285
9.0,9,18.665015
9.0,9,18.702187
9.0,9,18.734257
10.0,10,18.766108
11.0,11,18.811697
9.0,9,18.838979
9.0,9,18.86862
8.0,8,18.902627
8.0,8,18.93093
9.0,9,18.967182
10.0,10,19.005666
9.0,9,19.037311
11.0,11,19.074207
10.0,10,19.112865
10.0,10,19.149378
10.0,10,19.187761
10.0,10,19.229697
9.0,9,19.288205
