#{"t_start": 1718462887.2442238, "env_id": "CartPole-v1"}
r,l,t
10.0,10,12.419646
10.0,10,12.464137
9.0,9,12.493298
10.0,10,12.530533
9.0,9,12.565998
9.0,9,12.59905
9.0,9,12.631907
10.0,10,12.673145
8.0,8,12.701141
9.0,9,12.73441
9.0,9,12.771383
9.0,9,12.804017
10.0,10,12.840526
9.0,9,12.877503
9.0,9,12.910334
9.0,9,12.956174
11.0,11,12.995943
12.0,12,13.034739
9.0,9,13.074122
9.0,9,13.106218
10.0,10,13.139921
9.0,9,13.179225
11.0,11,13.216994
9.0,9,13.252273
10.0,10,13.290204
9.0,9,13.322644
10.0,10,13.36167
9.0,9,13.398947
8.0,8,13.427463
10.0,10,13.466121
10.0,10,13.50086
9.0,9,13.530197
10.0,10,13.562382
9.0,9,13.598048
10.0,10,13.657426
9.0,9,13.690481
11.0,11,13.731275
10.0,10,13.765843
8.0,8,13.800134
10.0,10,13.837192
10.0,10,13.871224
10.0,10,13.910451
10.0,10,13.944309
8.0,8,13.97639
9.0,9,14.011888
10.0,10,14.048411
10.0,10,14.082459
11.0,11,14.122896
9.0,9,14.155698
10.0,10,14.195117
10.0,10,14.228959
10.0,10,14.265312
10.0,10,14.305048
9.0,9,14.340336
10.0,10,14.370483
10.0,10,14.413535
12.0,12,14.455498
8.0,8,14.484097
9.0,9,14.519379
11.0,11,14.560445
9.0,9,14.593102
8.0,8,14.624331
10.0,10,14.658071
8.0,8,14.685964
10.0,10,14.72881
8.0,8,14.756826
9.0,9,14.790082
9.0,9,14.825534
10.0,10,14.862305
10.0,10,14.896331
10.0,10,14.93948
9.0,9,14.968726
10.0,10,15.008697
8.0,8,15.039847
9.0,9,15.074119
9.0,9,15.106916
9.0,9,15.139418
10.0,10,15.179835
8.0,8,15.204725
10.0,10,15.2451
10.0,10,15.281733
10.0,10,15.31938
10.0,10,15.358586
12.0,12,15.396856
10.0,10,15.438045
9.0,9,15.470637
9.0,9,15.523559
9.0,9,15.560886
9.0,9,15.593812
9.0,9,15.626728
9.0,9,15.662637
9.0,9,15.695985
9.0,9,15.728905
10.0,10,15.772295
10.0,10,15.805779
12.0,12,15.851388
9.0,9,15.887658
10.0,10,15.922009
9.0,9,15.956864
9.0,9,15.992998
9.0,9,16.02606
12.0,12,16.07435
9.0,9,16.103979
10.0,10,16.140731
9.0,9,16.176544
9.0,9,16.205281
8.0,8,16.237351
9.0,9,16.269775
9.0,9,16.30821
10.0,10,16.339034
10.0,10,16.378469
9.0,9,16.410703
10.0,10,16.447751
9.0,9,16.486407
10.0,10,16.52064
10.0,10,16.557381
10.0,10,16.593945
10.0,10,16.630692
8.0,8,16.658784
11.0,11,16.699405
11.0,11,16.737185
10.0,10,16.777178
9.0,9,16.813023
13.0,13,16.855387
10.0,10,16.894643
9.0,9,16.926996
11.0,11,16.964009
10.0,10,17.000505
10.0,10,17.036621
8.0,8,17.064985
11.0,11,17.105342
9.0,9,17.136986
10.0,10,17.170358
12.0,12,17.219198
9.0,9,17.248524
9.0,9,17.283914
11.0,11,17.324557
10.0,10,17.358332
9.0,9,17.414937
11.0,11,17.456054
10.0,10,17.492966
10.0,10,17.535852
8.0,8,17.560092
9.0,9,17.593215
9.0,9,17.632761
8.0,8,17.66453
10.0,10,17.701191
9.0,9,17.73558
9.0,9,17.76951
10.0,10,17.806165
9.0,9,17.844033
9.0,9,17.878397
10.0,10,17.914675
9.0,9,17.952966
10.0,10,17.989006
11.0,11,18.022345
10.0,10,18.060069
10.0,10,18.097606
9.0,9,18.12992
9.0,9,18.168611
10.0,10,18.202344
10.0,10,18.242284
10.0,10,18.280349
13.0,13,18.328472
9.0,9,18.362932
10.0,10,18.396604
9.0,9,18.432218
9.0,9,18.4704
10.0,10,18.504946
9.0,9,18.5369
9.0,9,18.563646
9.0,9,18.605588
10.0,10,18.640142
9.0,9,18.669702
9.0,9,18.704083
10.0,10,18.740111
10.0,10,18.772079
10.0,10,18.813442
11.0,11,18.849208
9.0,9,18.878309
9.0,9,18.916433
9.0,9,18.951152
8.0,8,18.978234
12.0,12,19.025624
9.0,9,19.05417
11.0,11,19.089883
10.0,10,19.129915
10.0,10,19.166027
9.0,9,19.205977
8.0,8,19.240742
9.0,9,19.293918
