#{"t_start": 1718462887.2535877, "env_id": "CartPole-v1"}
r,l,t
9.0,9,2.244044
9.0,9,4.190077
9.0,9,6.041375
9.0,9,7.90146
9.0,9,9.787905
11.0,11,11.685806
9.0,9,13.598949
10.0,10,15.480428
10.0,10,17.350935
10.0,10,19.243545
03
16.0,16,1.363451
17.0,17,1.408837
10.0,10,1.444029
25.0,25,1.512873
12.0,12,1.54747
16.0,16,1.599442
13.0,13,1.633807
17.0,17,1.683668
9.0,9,1.717692
9.0,9,1.745918
9.0,9,1.773794
11.0,11,1.8094
12.0,12,1.859833
11.0,11,1.907891
10.0,10,1.942856
9.0,9,1.974421
9.0,9,2.006193
10.0,10,2.036997
10.0,10,2.073257
12.0,12,2.113657
8.0,8,2.139863
8.0,8,2.172386
11.0,11,2.206183
8.0,8,2.238671
9.0,9,2.320255
8.0,8,2.352914
10.0,10,2.391045
10.0,10,2.430647
8.0,8,2.464643
10.0,10,2.506249
9.0,9,2.542985
8.0,8,2.575181
9.0,9,2.611926
10.0,10,2.647709
9.0,9,2.675314
10.0,10,2.714772
9.0,9,2.744235
9.0,9,2.776825
9.0,9,2.814902
10.0,10,2.848879
11.0,11,2.889477
8.0,8,2.920398
10.0,10,2.954416
8.0,8,2.98587
9.0,9,3.023878
9.0,9,3.053333
9.0,9,3.086059
10.0,10,3.124718
10.0,10,3.158583
8.0,8,3.189604
10.0,10,3.228908
9.0,9,3.261827
8.0,8,3.290255
10.0,10,3.330036
9.0,9,3.360826
10.0,10,3.394836
9.0,9,3.426891
8.0,8,3.458376
9.0,9,3.495129
10.0,10,3.537765
10.0,10,3.574592
11.0,11,3.613965
10.0,10,3.654285
10.0,10,3.688884
10.0,10,3.73213
9.0,9,3.766591
9.0,9,3.795553
9.0,9,3.834181
9.0,9,3.869479
8.0,8,3.907759
9.0,9,3.941411
8.0,8,3.970354
10.0,10,4.010614
9.0,9,4.046788
11.0,11,4.084798
10.0,10,4.118819
13.0,13,4.168723
12.0,12,4.238174
10.0,10,4.276922
10.0,10,4.310711
8.0,8,4.339726
8.0,8,4.370861
10.0,10,4.407981
9.0,9,4.441105
9.0,9,4.476816
8.0,8,4.505055
9.0,9,4.536235
9.0,9,4.567881
11.0,11,4.603461
10.0,10,4.638575
10.0,10,4.677722
12.0,12,4.716006
9.0,9,4.744332
10.0,10,4.7762
10.0,10,4.809314
8.0,8,4.835224
8.0,8,4.864624
10.0,10,4.89831
9.0,9,4.935714
9.0,9,4.966901
9.0,9,4.99975
10.0,10,5.039351
10.0,10,5.073054
10.0,10,5.112666
10.0,10,5.146836
10.0,10,5.186832
10.0,10,5.224083
10.0,10,5.260797
10.0,10,5.296569
10.0,10,5.328829
12.0,12,5.370268
