#{"t_start": 1718462887.2512615, "env_id": "CartPole-v1"}
r,l,t
9.0,9,2.246139
10.0,10,4.193998
9.0,9,6.043609
10.0,10,7.905243
9.0,9,9.790106
10.0,10,11.686669
10.0,10,13.602608
8.0,8,15.479696
10.0,10,17.353122
10.0,10,19.245721

21.0,21,1.253003
15.0,15,1.289508
13.0,13,1.324967
20.0,20,1.387292
11.0,11,1.417181
10.0,10,1.448076
14.0,14,1.487483
11.0,11,1.520688
11.0,11,1.550852
9.0,9,1.579597
10.0,10,1.610752
12.0,12,1.645391
21.0,21,1.711274
9.0,9,1.739951
12.0,12,1.777173
12.0,12,1.814031
12.0,12,1.874817
11.0,11,1.917717
9.0,9,1.94623
13.0,13,1.990805
10.0,10,2.023257
8.0,8,2.04927
9.0,9,2.082878
10.0,10,2.116926
10.0,10,2.14858
10.0,10,2.189906
12.0,12,2.231193
9.0,9,2.309396
10.0,10,2.349046
10.0,10,2.390009
9.0,9,2.4242
9.0,9,2.459498
8.0,8,2.498387
8.0,8,2.530374
8.0,8,2.563929
9.0,9,2.602186
12.0,12,2.645448
10.0,10,2.674197
11.0,11,2.718128
9.0,9,2.747599
10.0,10,2.78733
10.0,10,2.824086
10.0,10,2.860614
10.0,10,2.894059
10.0,10,2.936727
9.0,9,2.966341
10.0,10,3.005912
8.0,8,3.034424
8.0,8,3.062529
8.0,8,3.093882
11.0,11,3.134037
10.0,10,3.173926
11.0,11,3.208238
9.0,9,3.246466
9.0,9,3.279506
10.0,10,3.313159
10.0,10,3.351866
9.0,9,3.380708
8.0,8,3.40871
10.0,10,3.451467
10.0,10,3.490181
9.0,9,3.524314
9.0,9,3.560818
10.0,10,3.594311
9.0,9,3.630675
10.0,10,3.672091
11.0,11,3.713778
8.0,8,3.746341
9.0,9,3.775841
11.0,11,3.816833
8.0,8,3.85369
11.0,11,3.896699
9.0,9,3.935669
12.0,12,3.982428
10.0,10,4.019897
10.0,10,4.059961
9.0,9,4.092918
9.0,9,4.122195
10.0,10,4.16185
9.0,9,4.193833
8.0,8,4.252448
11.0,11,4.289827
8.0,8,4.321441
10.0,10,4.358912
8.0,8,4.387567
9.0,9,4.420685
10.0,10,4.463793
10.0,10,4.497854
9.0,9,4.530282
10.0,10,4.562905
9.0,9,4.593344
10.0,10,4.628073
9.0,9,4.656151
10.0,10,4.697374
10.0,10,4.72728
12.0,12,4.763598
9.0,9,4.791977
10.0,10,4.82541
10.0,10,4.860418
11.0,11,4.897687
9.0,9,4.932532
9.0,9,4.965851
10.0,10,5.003124
11.0,11,5.043902
10.0,10,5.077679
9.0,9,5.116
10.0,10,5.150164
10.0,10,5.190181
9.0,9,5.222922
10.0,10,5.256761
11.0,11,5.299939
11.0,11,5.336524
10.0,10,5.366428
9.0,9,5.404153
11.0,11,5.438402
9.0,9,5.474161
10.0,10,5.514091
10.0,10,5.550184
10.0,10,5.58348
10.0,10,5.622926
9.0,9,5.655654
9.0,9,5.688111
10.0,10,5.728684
10.0,10,5.761514
9.0,9,5.801
10.0,10,5.845424
8.0,8,5.873305
10.0,10,5.910195
10.0,10,5.952462
10.0,10,5.988136
10.0,10,6.031157
9.0,9,6.088044
9.0,9,6.12359
10.0,10,6.159915
8.0,8,6.191265
10.0,10,6.226892
10.0,10,6.257889
10.0,10,6.290643
10.0,10,6.323188
9.0,9,6.357005
9.0,9,6.38397
9.0,9,6.416247
10.0,10,6.454608
10.0,10,6.490453
10.0,10,6.518514
9.0,9,6.553241
10.0,10,6.585796
9.0,9,6.611824
11.0,11,6.65554
10.0,10,6.69267
8.0,8,6.725039
12.0,12,6.770665
10.0,10,6.807397
10.0,10,6.847616
10.0,10,6.885326
8.0,8,6.911733
10.0,10,6.95486
9.0,9,6.991066
12.0,12,7.034707
10.0,10,7.074896
10.0,10,7.113104
9.0,9,7.147109
10.0,10,7.185623
11.0,11,7.224539
8.0,8,7.261244
10.0,10,7.301606
11.0,11,7.337596
10.0,10,7.378842
12.0,12,7.424217
9.0,9,7.459728
9.0,9,7.497107
9.0,9,7.533039
10.0,10,7.563538
10.0,10,7.60245
8.0,8,7.631049
10.0,10,7.66452
9.0,9,7.699389
8.0,8,7.725805
10.0,10,7.758889
8.0,8,7.791394
10.0,10,7.823333
10.0,10,7.862148
9.0,9,7.894784
10.0,10,7.949281
9.0,9,7.982223
9.0,9,8.011495
9.0,9,8.042576
9.0,9,8.077105
12.0,12,8.115098
9.0,9,8.14442
9.0,9,8.174168
9.0,9,8.209911
8.0,8,8.237597
10.0,10,8.268418
8.0,8,8.296576
9.0,9,8.329375
9.0,9,8.360448
11.0,11,8.400775
9.0,9,8.430704
9.0,9,8.464315
10.0,10,8.502346
10.0,10,8.538891
10.0,10,8.571425
10.0,10,8.612179
10.0,10,8.645169
10.0,10,8.687725
10.0,10,8.730755
9.0,9,8.762511
