#{"t_start": 1718462887.2512615, "env_id": "CartPole-v1"}
r,l,t
14.0,14,8.815947
9.0,9,8.851596
10.0,10,8.890333
10.0,10,8.930114
11.0,11,8.973439
9.0,9,9.003793
10.0,10,9.045658
10.0,10,9.086054
11.0,11,9.134762
10.0,10,9.176017
12.0,12,9.220989
10.0,10,9.264706
10.0,10,9.302638
10.0,10,9.350704
11.0,11,9.390962
9.0,9,9.428079
10.0,10,9.462644
10.0,10,9.5
10.0,10,9.534615
10.0,10,9.570982
9.0,9,9.603678
9.0,9,9.635009
10.0,10,9.671057
10.0,10,9.708294
9.0,9,9.746168
9.0,9,9.775552
8.0,8,9.826819
9.0,9,9.862444
10.0,10,9.893695
8.0,8,9.924134
12.0,12,9.96832
8.0,8,9.994321
10.0,10,10.040013
10.0,10,10.08206
10.0,10,10.116286
8.0,8,10.144697
10.0,10,10.187289
10.0,10,10.226807
10.0,10,10.262227
9.0,9,10.295408
10.0,10,10.325454
13.0,13,10.381117
10.0,10,10.418476
8.0,8,10.44979
10.0,10,10.496979
11.0,11,10.531132
9.0,9,10.567639
9.0,9,10.596187
9.0,9,10.622645
10.0,10,10.658737
9.0,9,10.688253
11.0,11,10.724179
11.0,11,10.75625
9.0,9,10.79466
9.0,9,10.826951
10.0,10,10.862885
8.0,8,10.896105
8.0,8,10.929614
8.0,8,10.955839
8.0,8,10.986834
9.0,9,11.023459
8.0,8,11.05531
10.0,10,11.092669
10.0,10,11.130196
12.0,12,11.172534
10.0,10,11.210767
9.0,9,11.24366
9.0,9,11.279796
9.0,9,11.316764
9.0,9,11.349242
8.0,8,11.378691
10.0,10,11.4255
10.0,10,11.461795
8.0,8,11.498975
9.0,9,11.533782
10.0,10,11.569259
8.0,8,11.601054
10.0,10,11.639544
9.0,9,11.670977
10.0,10,11.72921
10.0,10,11.765441
11.0,11,11.802598
10.0,10,11.839974
10.0,10,11.873805
10.0,10,11.915722
10.0,10,11.952967
10.0,10,11.992484
9.0,9,12.028145
10.0,10,12.064973
8.0,8,12.093499
9.0,9,12.129917
9.0,9,12.159769
9.0,9,12.188353
9.0,9,12.23319
8.0,8,12.259043
9.0,9,12.298299
9.0,9,12.333052
9.0,9,12.36851
9.0,9,12.40679
8.0,8,12.439145
10.0,10,12.474055
9.0,9,12.506502
9.0,9,12.541573
10.0,10,12.579121
9.0,9,12.612082
9.0,9,12.651553
10.0,10,12.686198
10.0,10,12.722894
9.0,9,12.759738
10.0,10,12.797408
10.0,10,12.83379
8.0,8,12.865861
9.0,9,12.89906
9.0,9,12.934407
8.0,8,12.971218
10.0,10,13.008147
9.0,9,13.041158
10.0,10,13.084486
9.0,9,13.113554
10.0,10,13.153448
10.0,10,13.191114
10.0,10,13.224493
10.0,10,13.260451
9.0,9,13.290413
10.0,10,13.33029
10.0,10,13.367965
10.0,10,13.411451
11.0,11,13.449506
9.0,9,13.488268
10.0,10,13.522106
12.0,12,13.56279
10.0,10,13.599164
8.0,8,13.650692
10.0,10,13.687963
8.0,8,13.719459
11.0,11,13.757956
8.0,8,13.789013
9.0,9,13.821918
10.0,10,13.858463
10.0,10,13.895277
9.0,9,13.927997
9.0,9,13.96377
9.0,9,13.999498
11.0,11,14.036997
10.0,10,14.071263
10.0,10,14.110341
9.0,9,14.143415
10.0,10,14.177213
9.0,9,14.215239
10.0,10,14.248907
10.0,10,14.288062
10.0,10,14.322059
9.0,9,14.351245
10.0,10,14.397233
10.0,10,14.430617
8.0,8,14.459146
9.0,9,14.494051
10.0,10,14.531652
9.0,9,14.560638
9.0,9,14.598626
10.0,10,14.636142
9.0,9,14.665638
9.0,9,14.703026
9.0,9,14.736113
10.0,10,14.770097
10.0,10,14.813172
10.0,10,14.850348
9.0,9,14.882835
10.0,10,14.922832
9.0,9,14.952487
10.0,10,14.989218
10.0,10,15.025685
8.0,8,15.057418
10.0,10,15.095898
8.0,8,15.126896
10.0,10,15.161125
10.0,10,15.1981
8.0,8,15.232361
10.0,10,15.266931
9.0,9,15.30215
9.0,9,15.337878
9.0,9,15.366583
9.0,9,15.395608
10.0,10,15.436528
10.0,10,15.470985
10.0,10,15.535707
9.0,9,15.564883
9.0,9,15.598135
10.0,10,15.641876
9.0,9,15.674908
9.0,9,15.707824
9.0,9,15.743165
10.0,10,15.780849
13.0,13,15.827456
10.0,10,15.868139
11.0,11,15.906088
9.0,9,15.939051
9.0,9,15.977879
9.0,9,16.010792
9.0,9,16.046096
12.0,12,16.091304
8.0,8,16.119612
9.0,9,16.152798
9.0,9,16.188041
9.0,9,16.217307
9.0,9,16.252786
10.0,10,16.289833
10.0,10,16.326587
9.0,9,16.359743
10.0,10,16.398829
8.0,8,16.423947
9.0,9,16.459402
9.0,9,16.495414
10.0,10,16.529487
10.0,10,16.565745
9.0,9,16.60165
10.0,10,16.638384
11.0,11,16.67528
10.0,10,16.711501
11.0,11,16.753068
9.0,9,16.788623
9.0,9,16.817468
9.0,9,16.849683
10.0,10,16.888995
11.0,11,16.929876
10.0,10,16.962995
10.0,10,17.002055
10.0,10,17.035706
10.0,10,17.071872
10.0,10,17.108157
9.0,9,17.136555
10.0,10,17.17698
10.0,10,17.213525
8.0,8,17.241944
10.0,10,17.281393
10.0,10,17.31791
13.0,13,17.385993
10.0,10,17.425859
9.0,9,17.454913
10.0,10,17.491415
9.0,9,17.533612
10.0,10,17.566723
9.0,9,17.599747
10.0,10,17.643642
10.0,10,17.680167
10.0,10,17.719196
10.0,10,17.760623
9.0,9,17.790014
9.0,9,17.828019
9.0,9,17.864623
11.0,11,17.899601
9.0,9,17.940794
9.0,9,17.972749
11.0,11,18.009567
14.0,14,18.058168
9.0,9,18.09092
8.0,8,18.118969
9.0,9,18.156903
10.0,10,18.194359
10.0,10,18.230842
9.0,9,18.268027
11.0,11,18.304974
9.0,9,18.333471
10.0,10,18.37566
10.0,10,18.412464
10.0,10,18.449518
10.0,10,18.492838
9.0,9,18.522331
9.0,9,18.552002
9.0,9,18.590647
9.0,9,18.621529
10.0,10,18.652002
9.0,9,18.692099
10.0,10,18.725918
11.0,11,18.761172
9.0,9,18.799259
9.0,9,18.830211
11.0,11,18.86404
9.0,9,18.901978
9.0,9,18.937917
9.0,9,18.9675
8.0,8,19.003685
9.0,9,19.031835
11.0,11,19.069098
10.0,10,19.108312
9.0,9,19.142323
10.0,10,19.182329
10.0,10,19.226771
11.0,11,19.289964
