#{"t_start": 1718462887.2434218, "env_id": "CartPole-v1"}
r,l,t
11.0,11,8.78871
9.0,9,8.823236
11.0,11,8.867833
10.0,10,8.904523
10.0,10,8.950664
12.0,12,8.994516
11.0,11,9.034322
10.0,10,9.072999
9.0,9,9.109043
8.0,8,9.147856
10.0,10,9.187064
9.0,9,9.219306
10.0,10,9.263302
9.0,9,9.297738
8.0,8,9.33637
10.0,10,9.374573
10.0,10,9.416424
10.0,10,9.454828
10.0,10,9.490654
9.0,9,9.520386
9.0,9,9.551513
9.0,9,9.584221
9.0,9,9.619421
10.0,10,9.652123
10.0,10,9.691548
11.0,11,9.733679
10.0,10,9.773326
10.0,10,9.805703
10.0,10,9.865474
9.0,9,9.896686
9.0,9,9.924298
12.0,12,9.965713
10.0,10,10.006979
10.0,10,10.048864
10.0,10,10.090933
10.0,10,10.128332
9.0,9,10.166754
10.0,10,10.203948
10.0,10,10.241923
9.0,9,10.275283
9.0,9,10.306785
10.0,10,10.340268
9.0,9,10.373761
10.0,10,10.412004
9.0,9,10.451627
10.0,10,10.49639
10.0,10,10.5299
8.0,8,10.556181
12.0,12,10.599587
12.0,12,10.640366
10.0,10,10.671135
10.0,10,10.707067
9.0,9,10.732778
9.0,9,10.762626
9.0,9,10.795139
10.0,10,10.834453
10.0,10,10.870264
10.0,10,10.916546
10.0,10,10.952387
9.0,9,10.991352
10.0,10,11.026449
9.0,9,11.055886
9.0,9,11.094048
9.0,9,11.128116
10.0,10,11.162327
10.0,10,11.202171
10.0,10,11.237096
12.0,12,11.279911
9.0,9,11.319506
9.0,9,11.352079
10.0,10,11.391546
9.0,9,11.432878
8.0,8,11.463115
9.0,9,11.501445
8.0,8,11.531312
10.0,10,11.567919
9.0,9,11.60727
9.0,9,11.637667
10.0,10,11.674516
10.0,10,11.732044
10.0,10,11.769502
8.0,8,11.793958
11.0,11,11.834385
10.0,10,11.874305
10.0,10,11.907712
10.0,10,11.948775
10.0,10,11.990907
11.0,11,12.03069
10.0,10,12.065542
10.0,10,12.105861
10.0,10,12.143138
9.0,9,12.178887
10.0,10,12.214638
10.0,10,12.255888
11.0,11,12.296795
8.0,8,12.330085
10.0,10,12.369518
9.0,9,12.405521
10.0,10,12.446472
9.0,9,12.476654
10.0,10,12.513823
10.0,10,12.554024
11.0,11,12.594899
11.0,11,12.639841
9.0,9,12.673775
9.0,9,12.706828
10.0,10,12.743768
9.0,9,12.780336
9.0,9,12.81689
9.0,9,12.848888
8.0,8,12.878132
9.0,9,12.910968
9.0,9,12.956777
10.0,10,12.992143
10.0,10,13.028832
9.0,9,13.065135
10.0,10,13.099093
9.0,9,13.133589
8.0,8,13.164801
10.0,10,13.203096
8.0,8,13.227297
12.0,12,13.273007
9.0,9,13.302728
10.0,10,13.342564
12.0,12,13.394558
10.0,10,13.429376
10.0,10,13.468221
10.0,10,13.502899
9.0,9,13.538228
12.0,12,13.582664
10.0,10,13.612404
10.0,10,13.668955
11.0,11,13.710641
9.0,9,13.746512
10.0,10,13.782852
10.0,10,13.820275
10.0,10,13.854125
9.0,9,13.889489
9.0,9,13.925281
10.0,10,13.959168
10.0,10,14.002341
10.0,10,14.036034
10.0,10,14.072931
12.0,12,14.117715
8.0,8,14.146224
10.0,10,14.183661
10.0,10,14.222712
10.0,10,14.256313
10.0,10,14.295371
11.0,11,14.333931
11.0,11,14.371125
10.0,10,14.414174
10.0,10,14.447972
10.0,10,14.484733
11.0,11,14.525927
9.0,9,14.561082
8.0,8,14.589168
9.0,9,14.625012
9.0,9,14.657536
10.0,10,14.697309
9.0,9,14.729489
9.0,9,14.762371
9.0,9,14.795202
10.0,10,14.834753
10.0,10,14.868806
10.0,10,14.905417
8.0,8,14.940126
9.0,9,14.969375
10.0,10,15.009376
10.0,10,15.046448
10.0,10,15.08446
10.0,10,15.124657
9.0,9,15.154568
9.0,9,15.193433
10.0,10,15.230255
10.0,10,15.26738
10.0,10,15.301413
10.0,10,15.34084
9.0,9,15.37356
12.0,12,15.411897
9.0,9,15.448616
9.0,9,15.478306
10.0,10,15.543261
10.0,10,15.577034
8.0,8,15.605541
9.0,9,15.644468
9.0,9,15.677633
9.0,9,15.71083
10.0,10,15.750554
10.0,10,15.788164
11.0,11,15.825716
9.0,9,15.862503
11.0,11,15.903728
9.0,9,15.937041
10.0,10,15.97958
9.0,9,16.012759
9.0,9,16.041686
10.0,10,16.081304
10.0,10,16.115197
10.0,10,16.155533
8.0,8,16.186743
10.0,10,16.223751
10.0,10,16.260249
9.0,9,16.292552
9.0,9,16.325532
10.0,10,16.362439
9.0,9,16.397513
10.0,10,16.431285
10.0,10,16.474162
10.0,10,16.50845
8.0,8,16.536909
11.0,11,16.580767
10.0,10,16.620703
10.0,10,16.654407
10.0,10,16.693314
10.0,10,16.723896
10.0,10,16.760511
8.0,8,16.791534
10.0,10,16.82489
11.0,11,16.865668
8.0,8,16.896488
11.0,11,16.937362
11.0,11,16.974931
10.0,10,17.014263
10.0,10,17.047625
10.0,10,17.084112
9.0,9,17.115691
9.0,9,17.144058
10.0,10,17.184472
9.0,9,17.219848
8.0,8,17.248129
10.0,10,17.284552
10.0,10,17.320868
13.0,13,17.367994
8.0,8,17.420332
11.0,11,17.461146
10.0,10,17.497712
10.0,10,17.541085
10.0,10,17.574114
9.0,9,17.607142
9.0,9,17.646678
9.0,9,17.679652
9.0,9,17.711363
9.0,9,17.750783
10.0,10,17.784354
9.0,9,17.819778
9.0,9,17.859272
9.0,9,17.891608
10.0,10,17.928224
10.0,10,17.963885
9.0,9,17.996372
10.0,10,18.031138
9.0,9,18.065495
9.0,9,18.09825
9.0,9,18.130603
10.0,10,18.173635
10.0,10,18.213364
8.0,8,18.238236
9.0,9,18.275432
10.0,10,18.308458
11.0,11,18.345706
10.0,10,18.390383
10.0,10,18.424385
8.0,8,18.452632
9.0,9,18.492627
9.0,9,18.521913
10.0,10,18.555665
10.0,10,18.598006
10.0,10,18.633358
9.0,9,18.659508
9.0,9,18.699588
10.0,10,18.733283
9.0,9,18.76114
9.0,9,18.801719
9.0,9,18.832309
10.0,10,18.862813
10.0,10,18.903805
10.0,10,18.937684
10.0,10,18.975057
10.0,10,19.016913
12.0,12,19.054825
15.0,15,19.111054
10.0,10,19.149855
9.0,9,19.184914
10.0,10,19.230751
10.0,10,19.296304
