#{"t_start": 1718462887.2489414, "env_id": "CartPole-v1"}
r,l,t
9.0,9,10.783617
8.0,8,10.810448
10.0,10,10.850149
11.0,11,10.893437
10.0,10,10.935677
10.0,10,10.9712
10.0,10,11.014758
10.0,10,11.049212
10.0,10,11.08884
8.0,8,11.12166
9.0,9,11.151403
12.0,12,11.196948
9.0,9,11.230564
10.0,10,11.267348
10.0,10,11.305811
9.0,9,11.342092
9.0,9,11.3787
8.0,8,11.41214
9.0,9,11.443726
10.0,10,11.484175
10.0,10,11.526199
8.0,8,11.555832
9.0,9,11.591048
9.0,9,11.624138
10.0,10,11.660257
11.0,11,11.721344
9.0,9,11.755417
11.0,11,11.795421
10.0,10,11.829284
9.0,9,11.861967
8.0,8,11.88986
8.0,8,11.920168
9.0,9,11.958885
9.0,9,11.994675
10.0,10,12.031779
10.0,10,12.068725
10.0,10,12.102919
10.0,10,12.14589
10.0,10,12.180673
11.0,11,12.221728
10.0,10,12.261138
8.0,8,12.295171
10.0,10,12.335212
10.0,10,12.378544
9.0,9,12.41397
10.0,10,12.452423
10.0,10,12.488963
9.0,9,12.521638
8.0,8,12.553307
10.0,10,12.589685
10.0,10,12.627463
10.0,10,12.66869
10.0,10,12.705795
9.0,9,12.738548
9.0,9,12.775118
8.0,8,12.806796
10.0,10,12.843668
9.0,9,12.877394
8.0,8,12.905873
12.0,12,12.962683
9.0,9,12.995231
9.0,9,13.028617
9.0,9,13.065008
11.0,11,13.10172
8.0,8,13.133236
9.0,9,13.166138
9.0,9,13.198983
11.0,11,13.239845
10.0,10,13.27958
9.0,9,13.312382
10.0,10,13.34615
8.0,8,13.379664
9.0,9,13.413614
9.0,9,13.442056
8.0,8,13.478208
9.0,9,13.506937
10.0,10,13.543375
12.0,12,13.58752
10.0,10,13.637191
9.0,9,13.676891
10.0,10,13.714328
11.0,11,13.755447
8.0,8,13.786513
9.0,9,13.819618
9.0,9,13.848918
9.0,9,13.884274
10.0,10,13.924612
10.0,10,13.958589
9.0,9,13.997137
10.0,10,14.030887
10.0,10,14.067818
12.0,12,14.112499
9.0,9,14.14557
9.0,9,14.17845
9.0,9,14.210247
10.0,10,14.246422
10.0,10,14.28063
10.0,10,14.323067
10.0,10,14.353452
8.0,8,14.384846
10.0,10,14.423968
10.0,10,14.461326
10.0,10,14.501131
8.0,8,14.529221
11.0,11,14.573055
9.0,9,14.605653
8.0,8,14.633511
10.0,10,14.667783
10.0,10,14.709979
10.0,10,14.743855
10.0,10,14.784341
9.0,9,14.819827
8.0,8,14.845196
9.0,9,14.877837
10.0,10,14.920789
10.0,10,14.954669
9.0,9,14.990223
12.0,12,15.035502
10.0,10,15.074021
11.0,11,15.112348
9.0,9,15.147947
9.0,9,15.181004
10.0,10,15.22047
10.0,10,15.254817
10.0,10,15.291438
8.0,8,15.322353
10.0,10,15.3597
14.0,14,15.406681
9.0,9,15.443401
9.0,9,15.473171
9.0,9,15.533584
8.0,8,15.564824
10.0,10,15.599048
10.0,10,15.639343
9.0,9,15.672429
9.0,9,15.705622
10.0,10,15.745341
9.0,9,15.778187
8.0,8,15.80997
12.0,12,15.856125
10.0,10,15.890065
8.0,8,15.91865
9.0,9,15.959939
9.0,9,15.993286
8.0,8,16.021681
10.0,10,16.057685
10.0,10,16.094853
10.0,10,16.129054
9.0,9,16.167178
10.0,10,16.200931
10.0,10,16.241278
11.0,11,16.279052
9.0,9,16.314421
9.0,9,16.347445
10.0,10,16.384207
12.0,12,16.426059
8.0,8,16.457486
9.0,9,16.492889
9.0,9,16.525641
10.0,10,16.559885
12.0,12,16.608105
10.0,10,16.644866
9.0,9,16.676699
13.0,13,16.722939
10.0,10,16.760046
10.0,10,16.796625
12.0,12,16.83801
10.0,10,16.874738
8.0,8,16.90543
10.0,10,16.941917
9.0,9,16.973863
10.0,10,17.009814
10.0,10,17.046547
11.0,11,17.084238
10.0,10,17.122733
10.0,10,17.15618
9.0,9,17.188926
10.0,10,17.228766
9.0,9,17.257721
9.0,9,17.295597
10.0,10,17.333465
10.0,10,17.388137
9.0,9,17.423426
9.0,9,17.455944
10.0,10,17.492512
9.0,9,17.531397
10.0,10,17.564712
10.0,10,17.601938
10.0,10,17.64572
10.0,10,17.682325
10.0,10,17.721387
9.0,9,17.755104
8.0,8,17.782995
9.0,9,17.815726
9.0,9,17.858352
10.0,10,17.894645
9.0,9,17.924099
11.0,11,17.970196
9.0,9,18.002951
14.0,14,18.046771
10.0,10,18.083908
9.0,9,18.116533
10.0,10,18.159096
9.0,9,18.192009
10.0,10,18.225776
9.0,9,18.265318
11.0,11,18.303193
11.0,11,18.34057
9.0,9,18.377851
9.0,9,18.410049
9.0,9,18.442691
9.0,9,18.48241
10.0,10,18.516958
9.0,9,18.546314
9.0,9,18.583441
9.0,9,18.61633
10.0,10,18.649068
10.0,10,18.690773
10.0,10,18.724075
10.0,10,18.756048
9.0,9,18.796759
12.0,12,18.838413
9.0,9,18.865219
10.0,10,18.904008
10.0,10,18.941379
9.0,9,18.973759
10.0,10,19.01485
9.0,9,19.043631
10.0,10,19.076795
10.0,10,19.115428
9.0,9,19.150789
9.0,9,19.185647
10.0,10,19.230084
8.0,8,19.288329
