#{"t_start": 1718462887.2489414, "env_id": "CartPole-v1"}
r,l,t
10.0,10,2.249909
10.0,10,4.196222
9.0,9,6.045811
8.0,8,7.904593
10.0,10,9.793757
10.0,10,11.688779
10.0,10,13.604785
10.0,10,15.484757
10.0,10,17.355311
9.0,9,19.24641
9.0,9,1.303975
11.0,11,1.335567
9.0,9,1.36498
10.0,10,1.391538
11.0,11,1.430181
11.0,11,1.459253
12.0,12,1.493293
14.0,14,1.528644
10.0,10,1.562072
12.0,12,1.600983
22.0,22,1.668604
15.0,15,1.713339
15.0,15,1.763368
9.0,9,1.795901
9.0,9,1.816218
11.0,11,1.865423
9.0,9,1.903908
13.0,13,1.953321
13.0,13,1.99667
8.0,8,2.021548
9.0,9,2.051433
10.0,10,2.090387
10.0,10,2.120691
10.0,10,2.154856
9.0,9,2.192062
10.0,10,2.221369
10.0,10,2.310159
9.0,9,2.345721
9.0,9,2.375937
9.0,9,2.412732
8.0,8,2.448429
10.0,10,2.494555
9.0,9,2.527954
9.0,9,2.56612
8.0,8,2.596568
10.0,10,2.63199
8.0,8,2.661844
9.0,9,2.690922
10.0,10,2.729396
11.0,11,2.768456
8.0,8,2.796681
10.0,10,2.839334
10.0,10,2.872663
10.0,10,2.91204
10.0,10,2.946111
11.0,11,2.987013
9.0,9,3.022413
8.0,8,3.050597
11.0,11,3.091727
11.0,11,3.13149
8.0,8,3.163045
10.0,10,3.19634
8.0,8,3.227288
9.0,9,3.262876
9.0,9,3.29592
9.0,9,3.331523
11.0,11,3.371161
10.0,10,3.40172
10.0,10,3.444389
9.0,9,3.473687
9.0,9,3.511953
9.0,9,3.55206
10.0,10,3.586818
10.0,10,3.627358
9.0,9,3.65997
11.0,11,3.701699
10.0,10,3.738924
10.0,10,3.776832
9.0,9,3.809806
9.0,9,3.847183
9.0,9,3.880559
10.0,10,3.927858
12.0,12,3.971195
10.0,10,4.008947
9.0,9,4.041806
8.0,8,4.073234
9.0,9,4.105979
9.0,9,4.142351
9.0,9,4.174239
10.0,10,4.238666
8.0,8,4.268344
12.0,12,4.307432
10.0,10,4.345414
9.0,9,4.383946
8.0,8,4.412453
9.0,9,4.445555
10.0,10,4.482347
10.0,10,4.518062
9.0,9,4.547156
9.0,9,4.579873
10.0,10,4.613718
9.0,9,4.644151
9.0,9,4.675619
10.0,10,4.713288
9.0,9,4.741966
13.0,13,4.781877
10.0,10,4.814988
8.0,8,4.840893
10.0,10,4.878194
10.0,10,4.914458
9.0,9,4.946871
9.0,9,4.980776
9.0,9,5.013608
10.0,10,5.050781
11.0,11,5.090964
11.0,11,5.132754
9.0,9,5.166031
9.0,9,5.198516
9.0,9,5.230953
10.0,10,5.271151
12.0,12,5.312067
9.0,9,5.339902
10.0,10,5.375885
12.0,12,5.420723
10.0,10,5.454016
10.0,10,5.493595
9.0,9,5.525985
9.0,9,5.558203
9.0,9,5.590034
10.0,10,5.629911
10.0,10,5.663637
8.0,8,5.691201
12.0,12,5.738321
9.0,9,5.776985
9.0,9,5.815621
10.0,10,5.854028
10.0,10,5.894486
10.0,10,5.934297
12.0,12,5.979635
8.0,8,6.007989
10.0,10,6.050838
9.0,9,6.111216
9.0,9,6.143656
10.0,10,6.179813
10.0,10,6.213062
11.0,11,6.251665
9.0,9,6.280396
10.0,10,6.312764
10.0,10,6.350594
10.0,10,6.38427
10.0,10,6.414732
9.0,9,6.448258
10.0,10,6.479468
10.0,10,6.514658
8.0,8,6.544183
10.0,10,6.576598
11.0,11,6.61282
10.0,10,6.649312
10.0,10,6.689416
9.0,9,6.719385
11.0,11,6.767551
8.0,8,6.79662
11.0,11,6.838181
9.0,9,6.873436
9.0,9,6.903963
10.0,10,6.944259
10.0,10,6.980692
9.0,9,7.015469
10.0,10,7.049269
9.0,9,7.087825
8.0,8,7.121332
11.0,11,7.162647
10.0,10,7.198801
11.0,11,7.242476
10.0,10,7.288005
8.0,8,7.315262
11.0,11,7.354572
9.0,9,7.395756
10.0,10,7.431902
9.0,9,7.469282
9.0,9,7.506877
13.0,13,7.549541
11.0,11,7.587965
9.0,9,7.620305
8.0,8,7.651592
9.0,9,7.686943
9.0,9,7.71516
8.0,8,7.74341
8.0,8,7.768872
9.0,9,7.80528
8.0,8,7.832036
10.0,10,7.865623
10.0,10,7.904275
8.0,8,7.951492
9.0,9,7.984484
9.0,9,8.013712
10.0,10,8.052104
10.0,10,8.087893
11.0,11,8.121473
10.0,10,8.151938
9.0,9,8.184013
10.0,10,8.223548
12.0,12,8.258857
10.0,10,8.297494
9.0,9,8.327379
9.0,9,8.357779
11.0,11,8.398751
10.0,10,8.432869
10.0,10,8.471213
8.0,8,8.500348
10.0,10,8.533781
10.0,10,8.569094
10.0,10,8.606215
11.0,11,8.647336
9.0,9,8.682523
9.0,9,8.722886
9.0,9,8.758556
10.0,10,8.795092
11.0,11,8.838877
9.0,9,8.874054
8.0,8,8.904393
10.0,10,8.950336
8.0,8,8.975612
10.0,10,9.011166
9.0,9,9.047818
9.0,9,9.082834
9.0,9,9.121627
8.0,8,9.153309
10.0,10,9.192847
9.0,9,9.232638
10.0,10,9.268931
10.0,10,9.30986
10.0,10,9.354904
12.0,12,9.403728
9.0,9,9.440417
10.0,10,9.477663
10.0,10,9.511006
10.0,10,9.546448
10.0,10,9.586121
10.0,10,9.61963
9.0,9,9.654824
10.0,10,9.694247
11.0,11,9.732085
10.0,10,9.76899
9.0,9,9.800445
10.0,10,9.860287
11.0,11,9.895871
9.0,9,9.927271
9.0,9,9.959218
9.0,9,9.989018
9.0,9,10.031191
10.0,10,10.07232
9.0,9,10.105356
8.0,8,10.136865
9.0,9,10.1754
10.0,10,10.215483
13.0,13,10.260717
9.0,9,10.29323
10.0,10,10.326517
11.0,11,10.368701
10.0,10,10.407
12.0,12,10.453546
8.0,8,10.492111
10.0,10,10.525428
9.0,9,10.55633
10.0,10,10.594338
10.0,10,10.624753
10.0,10,10.660863
9.0,9,10.690449
10.0,10,10.719962
9.0,9,10.752255
