#{"t_start": 1718462887.2520294, "env_id": "CartPole-v1"}
r,l,t
9.0,9,2.245445
10.0,10,4.19329
8.0,8,6.041509
10.0,10,7.904532
10.0,10,9.79081
10.0,10,11.685989
9.0,9,13.600412
10.0,10,15.481869
9.0,9,17.350989
10.0,10,19.245017
5
15.0,15,1.396878
10.0,10,1.427653
10.0,10,1.456269
9.0,9,1.482395
10.0,10,1.505397
14.0,14,1.550129
9.0,9,1.578912
12.0,12,1.612277
14.0,14,1.659875
13.0,13,1.6917
10.0,10,1.726255
11.0,11,1.762153
14.0,14,1.811382
13.0,13,1.862459
9.0,9,1.90096
9.0,9,1.93362
11.0,11,1.975983
10.0,10,2.008777
10.0,10,2.039581
10.0,10,2.075836
12.0,12,2.116266
9.0,9,2.146716
10.0,10,2.181339
12.0,12,2.223284
10.0,10,2.308678
9.0,9,2.347436
9.0,9,2.378031
12.0,12,2.424583
10.0,10,2.472672
9.0,9,2.508793
9.0,9,2.545605
9.0,9,2.590353
8.0,8,2.61456
9.0,9,2.645783
9.0,9,2.673524
9.0,9,2.70507
10.0,10,2.745624
10.0,10,2.779433
10.0,10,2.822125
10.0,10,2.855975
10.0,10,2.892051
10.0,10,2.92896
9.0,9,2.964257
9.0,9,2.99656
9.0,9,3.032279
9.0,9,3.061845
11.0,11,3.102055
10.0,10,3.144872
10.0,10,3.17907
9.0,9,3.207558
9.0,9,3.245785
8.0,8,3.274016
10.0,10,3.308076
9.0,9,3.343192
9.0,9,3.374056
9.0,9,3.406749
10.0,10,3.443612
10.0,10,3.484157
9.0,9,3.518236
11.0,11,3.564672
9.0,9,3.593622
9.0,9,3.629982
12.0,12,3.676897
10.0,10,3.714324
9.0,9,3.751234
9.0,9,3.78468
10.0,10,3.817149
9.0,9,3.855141
8.0,8,3.894449
9.0,9,3.930304
11.0,11,3.972982
9.0,9,4.00599
10.0,10,4.049372
9.0,9,4.082304
9.0,9,4.112025
10.0,10,4.151241
9.0,9,4.183826
9.0,9,4.240831
10.0,10,4.279558
10.0,10,4.313288
9.0,9,4.349777
10.0,10,4.386884
9.0,9,4.419987
9.0,9,4.455609
8.0,8,4.486924
9.0,9,4.515149
9.0,9,4.544237
10.0,10,4.584388
12.0,12,4.622802
11.0,11,4.659795
9.0,9,4.696683
10.0,10,4.726615
11.0,11,4.759149
12.0,12,4.79862
9.0,9,4.829189
10.0,10,4.86617
10.0,10,4.896994
10.0,10,4.938278
9.0,9,4.969431
10.0,10,5.006611
8.0,8,5.034965
9.0,9,5.070105
10.0,10,5.10705
10.0,10,5.143748
9.0,9,5.177149
9.0,9,5.212704
11.0,11,5.250225
11.0,11,5.293177
10.0,10,5.326454
10.0,10,5.358804
10.0,10,5.39821
9.0,9,5.427147
10.0,10,5.463814
9.0,9,5.499096
10.0,10,5.535443
10.0,10,5.569436
10.0,10,5.611231
10.0,10,5.645321
9.0,9,5.677852
11.0,11,5.719002
11.0,11,5.759421
9.0,9,5.795041
8.0,8,5.834253
12.0,12,5.877918
8.0,8,5.90397
10.0,10,5.950259
11.0,11,5.987444
9.0,9,6.025583
9.0,9,6.085999
9.0,9,6.118856
9.0,9,6.150461
10.0,10,6.19061
11.0,11,6.230127
10.0,10,6.261154
10.0,10,6.296236
9.0,9,6.322492
9.0,9,6.356301
10.0,10,6.389806
8.0,8,6.415559
10.0,10,6.453924
9.0,9,6.480831
10.0,10,6.512833
10.0,10,6.552547
10.0,10,6.585094
10.0,10,6.615901
8.0,8,6.646369
10.0,10,6.686473
10.0,10,6.724361
10.0,10,6.764582
10.0,10,6.798486
13.0,13,6.851486
9.0,9,6.884692
12.0,12,6.932568
8.0,8,6.962677
9.0,9,6.996737
13.0,13,7.041296
9.0,9,7.082744
8.0,8,7.112445
11.0,11,7.152062
11.0,11,7.194624
9.0,9,7.229297
10.0,10,7.270783
10.0,10,7.307827
10.0,10,7.345717
10.0,10,7.384126
10.0,10,7.423536
10.0,10,7.466374
9.0,9,7.503929
9.0,9,7.533254
8.0,8,7.558764
11.0,11,7.60179
9.0,9,7.634374
9.0,9,7.663857
10.0,10,7.705814
10.0,10,7.73648
9.0,9,7.765965
9.0,9,7.802356
10.0,10,7.834377
10.0,10,7.874314
11.0,11,7.911061
10.0,10,7.964841
10.0,10,8.001406
10.0,10,8.039423
10.0,10,8.072368
11.0,11,8.109837
10.0,10,8.142365
10.0,10,8.17352
8.0,8,8.207848
9.0,9,8.236891
10.0,10,8.267755
10.0,10,8.305224
9.0,9,8.336175
8.0,8,8.366997
8.0,8,8.394685
10.0,10,8.428585
9.0,9,8.459749
10.0,10,8.497423
10.0,10,8.530879
9.0,9,8.564941
8.0,8,8.590712
12.0,12,8.637808
9.0,9,8.672552
8.0,8,8.705513
10.0,10,8.746032
11.0,11,8.786816
10.0,10,8.829351
10.0,10,8.866193
8.0,8,8.896338
9.0,9,8.934687
10.0,10,8.972743
9.0,9,9.003133
10.0,10,9.044986
10.0,10,9.08542
11.0,11,9.1341
9.0,9,9.170276
9.0,9,9.201812
10.0,10,9.244809
9.0,9,9.280466
11.0,11,9.33437
10.0,10,9.371029
9.0,9,9.408356
10.0,10,9.446752
10.0,10,9.482687
9.0,9,9.512403
9.0,9,9.543467
10.0,10,9.583162
10.0,10,9.616672
9.0,9,9.651853
9.0,9,9.683722
10.0,10,9.720913
9.0,9,9.756702
9.0,9,9.790633
9.0,9,9.842851
12.0,12,9.883821
11.0,11,9.92349
10.0,10,9.956308
10.0,10,9.993675
9.0,9,10.035052
10.0,10,10.073874
9.0,9,10.109739
8.0,8,10.13807
9.0,9,10.173725
9.0,9,10.212589
11.0,11,10.252713
9.0,9,10.285753
9.0,9,10.314698
10.0,10,10.351406
8.0,8,10.381773
10.0,10,10.419021
9.0,9,10.461427
10.0,10,10.502014
9.0,9,10.53047
9.0,9,10.566943
13.0,13,10.608827
12.0,12,10.643513
9.0,9,10.678957
12.0,12,10.712851
9.0,9,10.742675
11.0,11,10.785646
9.0,9,10.813202
9.0,9,10.851133
9.0,9,10.889086
11.0,11,10.932787
10.0,10,10.968295
9.0,9,11.004588
10.0,10,11.041457
9.0,9,11.074626
9.0,9,11.111712
11.0,11,11.152781
10.0,10,11.19262
10.0,10,11.227663
10.0,10,11.264452
10.0,10,11.302879
8.0,8,11.334404
9.0,9,11.368275
11.0,11,11.415659
8.0,8,11.446119
9.0,9,11.48124
11.0,11,11.528251
9.0,9,11.559775
10.0,10,11.60039
12.0,12,11.643434
10.0,10,11.676151
10.0,10,11.737764
10.0,10,11.771599
11.0,11,11.811251
10.0,10,11.848519
10.0,10,11.885693
10.0,10,11.92488
8.0,8,11.955994
9.0,9,11.991792
11.0,11,12.035877
9.0,9,12.065792
10.0,10,12.099987
8.0,8,12.134955
10.0,10,12.171889
8.0,8,12.204909
9.0,9,12.238875
10.0,10,12.276966
11.0,11,12.321791
10.0,10,12.361499
8.0,8,12.392282
10.0,10,12.43065
10.0,10,12.46846
10.0,10,12.505801
9.0,9,12.54091
10.0,10,12.578457
10.0,10,12.615069
10.0,10,12.65694
10.0,10,12.693778
9.0,9,12.727041
10.0,10,12.768193
8.0,8,12.796732
10.0,10,12.833126
9.0,9,12.869979
10.0,10,12.909867
10.0,10,12.955071
9.0,9,12.988436
9.0,9,13.020721
9.0,9,13.056966
11.0,11,13.097553
9.0,9,13.130333
8.0,8,13.161744
8.0,8,13.190478
10.0,10,13.223814
10.0,10,13.259768
10.0,10,13.294647
10.0,10,13.334302
8.0,8,13.361164
9.0,9,13.40198
10.0,10,13.437957
10.0,10,13.479549
11.0,11,13.516954
10.0,10,13.549945
10.0,10,13.589293
10.0,10,13.642855
10.0,10,13.683008
8.0,8,13.711367
10.0,10,13.745188
9.0,9,13.783558
9.0,9,13.816664
9.0,9,13.845962
9.0,9,13.881323
10.0,10,13.921695
9.0,9,13.951002
9.0,9,13.9868
9.0,9,14.022506
10.0,10,14.055743
9.0,9,14.091681
12.0,12,14.133909
8.0,8,14.162328
9.0,9,14.20038
10.0,10,14.2341
10.0,10,14.270665
10.0,10,14.307121
10.0,10,14.343305
10.0,10,14.37697
9.0,9,14.412258
10.0,10,14.452824
9.0,9,14.482335
8.0,8,14.512991
9.0,9,14.545551
10.0,10,14.585717
9.0,9,14.621169
9.0,9,14.650537
8.0,8,14.67843
10.0,10,14.721276
10.0,10,14.758248
9.0,9,14.790796
9.0,9,14.826459
9.0,9,14.859387
10.0,10,14.896004
11.0,11,14.937135
10.0,10,14.97401
9.0,9,15.009456
9.0,9,15.042334
9.0,9,15.076217
9.0,9,15.111645
8.0,8,15.143765
9.0,9,15.173525
8.0,8,15.20502
10.0,10,15.244797
10.0,10,15.278749
11.0,11,15.319431
9.0,9,15.35212
10.0,10,15.388211
10.0,10,15.425537
10.0,10,15.463162
10.0,10,15.521097
12.0,12,15.564193
9.0,9,15.597451
8.0,8,15.632053
8.0,8,15.660831
9.0,9,15.696786
9.0,9,15.729742
10.0,10,15.770077
10.0,10,15.807051
11.0,11,15.84826
10.0,10,15.882342
9.0,9,15.91578
10.0,10,15.961661
9.0,9,15.994588
10.0,10,16.031618
8.0,8,16.06208
10.0,10,16.096694
10.0,10,16.133341
9.0,9,16.169147
9.0,9,16.197969
9.0,9,16.23102
10.0,10,16.274238
10.0,10,16.30395
9.0,9,16.343208
8.0,8,16.370979
9.0,9,16.403197
8.0,8,16.434665
9.0,9,16.470365
11.0,11,16.508461
10.0,10,16.542628
10.0,10,16.581771
8.0,8,16.613437
10.0,10,16.647199
9.0,9,16.685087
10.0,10,16.71569
9.0,9,16.74458
11.0,11,16.789204
11.0,11,16.8295
9.0,9,16.861908
10.0,10,16.901191
10.0,10,16.934962
9.0,9,16.966681
9.0,9,17.001372
8.0,8,17.029221
9.0,9,17.062035
12.0,12,17.106546
12.0,12,17.147735
11.0,11,17.188493
10.0,10,17.22585
10.0,10,17.262121
10.0,10,17.298458
9.0,9,17.331455
8.0,8,17.359743
10.0,10,17.420502
10.0,10,17.454242
10.0,10,17.490727
8.0,8,17.528449
10.0,10,17.561798
9.0,9,17.594218
