#{"t_start": 1718462887.2520294, "env_id": "CartPole-v1"}
r,l,t
10.0,10,17.638405
10.0,10,17.678195
10.0,10,17.708955
10.0,10,17.752226
11.0,11,17.793441
8.0,8,17.827328
9.0,9,17.863932
10.0,10,17.897388
9.0,9,17.935724
9.0,9,17.967282
10.0,10,18.001073
15.0,15,18.052535
9.0,9,18.085618
8.0,8,18.113606
9.0,9,18.151798
9.0,9,18.187769
10.0,10,18.221555
9.0,9,18.258317
10.0,10,18.294681
13.0,13,18.33764
9.0,9,18.374973
10.0,10,18.411778
8.0,8,18.439734
10.0,10,18.48448
10.0,10,18.52056
10.0,10,18.55136
9.0,9,18.58996
9.0,9,18.62086
10.0,10,18.651342
10.0,10,18.695412
9.0,9,18.725232
8.0,8,18.751761
9.0,9,18.789621
11.0,11,18.825067
8.0,8,18.850493
10.0,10,18.889242
10.0,10,18.928198
9.0,9,18.962086
10.0,10,19.003032
9.0,9,19.031139
9.0,9,19.059987
9.0,9,19.093215
9.0,9,19.127572
11.0,11,19.171212
8.0,8,19.2112
9.0,9,19.242131
9.0,9,19.286728
