#{"t_start": 1718462887.2543626, "env_id": "CartPole-v1"}
r,l,t
9.0,9,6.790214
8.0,8,6.813257
10.0,10,6.85594
11.0,11,6.897552
9.0,9,6.93412
12.0,12,6.979155
11.0,11,7.01809
10.0,10,7.059832
10.0,10,7.100514
11.0,11,7.142981
10.0,10,7.181464
8.0,8,7.211151
13.0,13,7.261739
9.0,9,7.298458
11.0,11,7.337341
9.0,9,7.374752
10.0,10,7.411356
10.0,10,7.450454
8.0,8,7.487166
10.0,10,7.522039
10.0,10,7.555359
10.0,10,7.591965
9.0,9,7.626884
10.0,10,7.660469
10.0,10,7.702472
9.0,9,7.732072
9.0,9,7.761393
9.0,9,7.792401
9.0,9,7.825589
10.0,10,7.85917
11.0,11,7.902007
10.0,10,7.95417
9.0,9,7.986708
9.0,9,8.019372
10.0,10,8.052647
10.0,10,8.093706
12.0,12,8.127372
9.0,9,8.157046
10.0,10,8.194716
10.0,10,8.22987
12.0,12,8.268605
10.0,10,8.30573
9.0,9,8.337098
8.0,8,8.36789
11.0,11,8.40574
8.0,8,8.432864
10.0,10,8.46867
10.0,10,8.506761
8.0,8,8.53488
9.0,9,8.562857
9.0,9,8.592393
12.0,12,8.641124
10.0,10,8.683627
9.0,9,8.721658
11.0,11,8.766276
10.0,10,8.799018
10.0,10,8.840854
9.0,9,8.876045
9.0,9,8.914437
11.0,11,8.954189
9.0,9,8.984592
11.0,11,9.031642
10.0,10,9.067709
9.0,9,9.106231
11.0,11,9.148279
11.0,11,9.193237
11.0,11,9.24141
9.0,9,9.27713
9.0,9,9.317232
8.0,8,9.348655
11.0,11,9.392597
10.0,10,9.434075
10.0,10,9.4713
9.0,9,9.500846
9.0,9,9.53756
8.0,8,9.56553
9.0,9,9.594654
8.0,8,9.625632
10.0,10,9.662327
9.0,9,9.701839
14.0,14,9.748343
9.0,9,9.780468
9.0,9,9.838227
9.0,9,9.866981
9.0,9,9.89519
11.0,11,9.931243
10.0,10,9.967427
10.0,10,10.010145
9.0,9,10.054698
10.0,10,10.092147
9.0,9,10.124796
8.0,8,10.159674
9.0,9,10.192419
9.0,9,10.226362
9.0,9,10.258397
10.0,10,10.295032
9.0,9,10.321402
10.0,10,10.362318
10.0,10,10.400644
12.0,12,10.44717
10.0,10,10.497515
11.0,11,10.530822
10.0,10,10.568776
9.0,9,10.597353
10.0,10,10.629492
9.0,9,10.659358
10.0,10,10.695303
9.0,9,10.721195
9.0,9,10.750862
11.0,11,10.794527
10.0,10,10.828645
10.0,10,10.86934
9.0,9,10.905855
9.0,9,10.940648
8.0,8,10.971924
10.0,10,11.009798
9.0,9,11.042859
9.0,9,11.078558
10.0,10,11.116489
9.0,9,11.14942
8.0,8,11.174415
9.0,9,11.211159
10.0,10,11.251312
10.0,10,11.289172
9.0,9,11.328664
10.0,10,11.363613
11.0,11,11.406713
9.0,9,11.442752
8.0,8,11.472609
10.0,10,11.514249
10.0,10,11.550481
10.0,10,11.595554
9.0,9,11.626079
9.0,9,11.658412
9.0,9,11.68677
9.0,9,11.744359
9.0,9,11.776331
12.0,12,11.821483
9.0,9,11.85119
11.0,11,11.894847
10.0,10,11.933156
10.0,10,11.97416
10.0,10,12.010717
10.0,10,12.048243
9.0,9,12.07752
10.0,10,12.120625
10.0,10,12.155646
10.0,10,12.193122
10.0,10,12.235538
9.0,9,12.26628
10.0,10,12.309319
9.0,9,12.343889
10.0,10,12.383539
9.0,9,12.420998
9.0,9,12.455298
9.0,9,12.488142
9.0,9,12.526007
10.0,10,12.56091
9.0,9,12.593746
9.0,9,12.631881
10.0,10,12.66793
10.0,10,12.707472
8.0,8,12.739745
9.0,9,12.773337
9.0,9,12.80607
8.0,8,12.837365
10.0,10,12.877931
8.0,8,12.906567
10.0,10,12.951864
9.0,9,12.985105
9.0,9,13.01735
8.0,8,13.047985
10.0,10,13.086229
10.0,10,13.122027
10.0,10,13.159735
10.0,10,13.199327
10.0,10,13.233474
8.0,8,13.261413
9.0,9,13.291325
10.0,10,13.331103
9.0,9,13.363961
9.0,9,13.399843
11.0,11,13.440404
9.0,9,13.477236
12.0,12,13.519446
11.0,11,13.558677
10.0,10,13.595016
10.0,10,13.652488
10.0,10,13.692151
8.0,8,13.720204
10.0,10,13.754895
8.0,8,13.78929
9.0,9,13.822054
10.0,10,13.85901
8.0,8,13.889793
10.0,10,13.923986
8.0,8,13.952233
10.0,10,13.995363
10.0,10,14.02872
9.0,9,14.061423
11.0,11,14.101903
9.0,9,14.134612
9.0,9,14.167349
11.0,11,14.211111
10.0,10,14.244746
10.0,10,14.283914
10.0,10,14.317896
9.0,9,14.347097
10.0,10,14.393131
11.0,11,14.430353
10.0,10,14.464428
10.0,10,14.507287
9.0,9,14.536993
10.0,10,14.569985
9.0,9,14.60859
10.0,10,14.645827
11.0,11,14.686599
13.0,13,14.736148
10.0,10,14.772973
9.0,9,14.809044
8.0,8,14.837367
9.0,9,14.866536
9.0,9,14.902169
10.0,10,14.942439
9.0,9,14.971908
10.0,10,15.014709
10.0,10,15.04884
10.0,10,15.086808
10.0,10,15.127334
10.0,10,15.164255
10.0,10,15.201643
10.0,10,15.241472
10.0,10,15.275415
8.0,8,15.304114
9.0,9,15.336174
8.0,8,15.366536
10.0,10,15.400335
10.0,10,15.441496
10.0,10,15.478289
9.0,9,15.535867
10.0,10,15.572763
9.0,9,15.606269
9.0,9,15.642097
10.0,10,15.679263
9.0,9,15.712499
10.0,10,15.749371
10.0,10,15.788953
9.0,9,15.822037
9.0,9,15.855229
11.0,11,15.896821
10.0,10,15.933692
10.0,10,15.973758
9.0,9,16.006696
10.0,10,16.043203
9.0,9,16.078773
10.0,10,16.115535
10.0,10,16.152396
9.0,9,16.184833
9.0,9,16.21731
10.0,10,16.257488
9.0,9,16.290078
11.0,11,16.328074
10.0,10,16.367615
9.0,9,16.399825
10.0,10,16.436888
11.0,11,16.477674
10.0,10,16.518097
9.0,9,16.547598
10.0,10,16.584158
9.0,9,16.619841
11.0,11,16.657761
11.0,11,16.697968
8.0,8,16.726441
9.0,9,16.759065
9.0,9,16.797466
11.0,11,16.831669
10.0,10,16.86843
10.0,10,16.907705
11.0,11,16.944644
9.0,9,16.973651
9.0,9,17.011595
9.0,9,17.044535
10.0,10,17.077859
9.0,9,17.115161
9.0,9,17.14437
8.0,8,17.172864
10.0,10,17.209388
8.0,8,17.237807
10.0,10,17.277203
11.0,11,17.317402
10.0,10,17.351987
10.0,10,17.415921
10.0,10,17.449538
8.0,8,17.477635
9.0,9,17.512859
11.0,11,17.55387
10.0,10,17.590817
9.0,9,17.630569
10.0,10,17.66798
11.0,11,17.705591
8.0,8,17.740077
10.0,10,17.776627
9.0,9,17.809332
9.0,9,17.851999
10.0,10,17.888289
10.0,10,17.927807
12.0,12,17.969791
10.0,10,18.005443
17.0,17,18.067145
9.0,9,18.099741
10.0,10,18.140821
8.0,8,18.170466
10.0,10,18.207383
10.0,10,18.24805
10.0,10,18.282364
9.0,9,18.31038
10.0,10,18.352084
10.0,10,18.385791
10.0,10,18.425722
9.0,9,18.464441
9.0,9,18.494128
10.0,10,18.530263
8.0,8,18.55287
9.0,9,18.59483
8.0,8,18.621642
9.0,9,18.647972
9.0,9,18.687995
9.0,9,18.717685
8.0,8,18.744132
9.0,9,18.780544
9.0,9,18.811872
11.0,11,18.847223
10.0,10,18.885914
8.0,8,18.91792
10.0,10,18.954654
11.0,11,18.99965
8.0,8,19.023326
11.0,11,19.063772
9.0,9,19.093986
9.0,9,19.129114
10.0,10,19.167954
10.0,10,19.213976
10.0,10,19.284781
