#{"t_start": 1718462887.2465446, "env_id": "CartPole-v1"}
r,l,t
10.0,10,5.098051
10.0,10,5.134902
10.0,10,5.172817
9.0,9,5.205145
9.0,9,5.240477
11.0,11,5.27557
11.0,11,5.318185
9.0,9,5.346055
9.0,9,5.378035
9.0,9,5.413215
10.0,10,5.44285
10.0,10,5.483253
9.0,9,5.518519
10.0,10,5.55461
9.0,9,5.587076
8.0,8,5.617616
11.0,11,5.655596
9.0,9,5.688088
10.0,10,5.725559
11.0,11,5.765976
9.0,9,5.805426
9.0,9,5.844247
10.0,10,5.883217
10.0,10,5.925447
9.0,9,5.956913
13.0,13,6.009246
9.0,9,6.041396
10.0,10,6.109253
10.0,10,6.145842
11.0,11,6.183174
10.0,10,6.219451
13.0,13,6.262388
8.0,8,6.290246
9.0,9,6.319082
10.0,10,6.356364
12.0,12,6.394997
9.0,9,6.425757
10.0,10,6.463087
8.0,8,6.486091
11.0,11,6.523017
9.0,9,6.557703
10.0,10,6.590293
9.0,9,6.61624
9.0,9,6.651464
8.0,8,6.683138
10.0,10,6.719687
8.0,8,6.756804
10.0,10,6.787268
10.0,10,6.821863
10.0,10,6.864462
11.0,11,6.906141
9.0,9,6.942808
12.0,12,6.987753
11.0,11,7.02663
10.0,10,7.068434
9.0,9,7.104521
10.0,10,7.143061
13.0,13,7.193876
9.0,9,7.228088
9.0,9,7.265695
8.0,8,7.296566
9.0,9,7.33151
12.0,12,7.378489
11.0,11,7.418815
10.0,10,7.457975
9.0,9,7.495808
9.0,9,7.529637
9.0,9,7.559913
12.0,12,7.600711
9.0,9,7.635539
9.0,9,7.668109
9.0,9,7.699201
8.0,8,7.72892
9.0,9,7.758454
10.0,10,7.795813
10.0,10,7.827608
8.0,8,7.854738
10.0,10,7.898259
10.0,10,7.950171
10.0,10,7.986739
8.0,8,8.014758
10.0,10,8.047029
10.0,10,8.083023
11.0,11,8.119558
9.0,9,8.148877
8.0,8,8.177589
10.0,10,8.214358
10.0,10,8.249469
9.0,9,8.277275
9.0,9,8.310442
9.0,9,8.3414
10.0,10,8.377956
9.0,9,8.406688
8.0,8,8.435008
10.0,10,8.473353
9.0,9,8.506773
11.0,11,8.548628
9.0,9,8.575765
10.0,10,8.616505
8.0,8,8.643022
9.0,9,8.677748
9.0,9,8.716455
10.0,10,8.755003
11.0,11,8.79723
10.0,10,8.839981
10.0,10,8.87619
9.0,9,8.914166
12.0,12,8.958165
11.0,11,8.998161
10.0,10,9.040159
9.0,9,9.075204
9.0,9,9.111223
10.0,10,9.154531
9.0,9,9.190361
9.0,9,9.222393
8.0,8,9.260345
10.0,10,9.300404
10.0,10,9.346023
10.0,10,9.385159
8.0,8,9.418991
9.0,9,9.451985
10.0,10,9.487851
9.0,9,9.517677
9.0,9,9.548636
9.0,9,9.581268
9.0,9,9.616488
10.0,10,9.649261
10.0,10,9.688761
10.0,10,9.726185
10.0,10,9.765596
9.0,9,9.797095
10.0,10,9.854076
9.0,9,9.888001
11.0,11,9.921511
10.0,10,9.956857
9.0,9,9.990104
11.0,11,10.040183
11.0,11,10.086482
9.0,9,10.116085
8.0,8,10.14788
9.0,9,10.183507
8.0,8,10.217646
9.0,9,10.247838
9.0,9,10.281815
9.0,9,10.31196
10.0,10,10.343528
12.0,12,10.396589
9.0,9,10.432979
10.0,10,10.477633
9.0,9,10.511143
11.0,11,10.544975
11.0,11,10.588093
11.0,11,10.622567
12.0,12,10.662951
10.0,10,10.696604
10.0,10,10.728614
9.0,9,10.755452
10.0,10,10.792168
8.0,8,10.818181
8.0,8,10.852282
10.0,10,10.894156
9.0,9,10.925768
10.0,10,10.967735
10.0,10,11.008779
10.0,10,11.045624
9.0,9,11.078913
9.0,9,11.112412
10.0,10,11.148561
10.0,10,11.182993
8.0,8,11.215069
8.0,8,11.247042
10.0,10,11.284255
10.0,10,11.32597
10.0,10,11.362418
10.0,10,11.404939
11.0,11,11.445883
8.0,8,11.480399
9.0,9,11.518839
11.0,11,11.557999
10.0,10,11.594364
11.0,11,11.639468
10.0,10,11.675415
9.0,9,11.729234
9.0,9,11.762288
11.0,11,11.799047
11.0,11,11.843098
9.0,9,11.876025
10.0,10,11.911634
10.0,10,11.95154
9.0,9,11.987949
10.0,10,12.026453
8.0,8,12.051786
10.0,10,12.086124
9.0,9,12.125389
10.0,10,12.162997
10.0,10,12.192686
10.0,10,12.239084
10.0,10,12.274956
9.0,9,12.312882
10.0,10,12.352582
10.0,10,12.392214
9.0,9,12.429681
10.0,10,12.468825
8.0,8,12.496807
9.0,9,12.534632
10.0,10,12.569568
9.0,9,12.602426
10.0,10,12.64187
9.0,9,12.676575
9.0,9,12.709357
10.0,10,12.749729
9.0,9,12.783152
9.0,9,12.815914
9.0,9,12.85419
10.0,10,12.888828
10.0,10,12.931821
8.0,8,12.968763
9.0,9,13.002424
12.0,12,13.044295
10.0,10,13.078707
10.0,10,13.117973
9.0,9,13.153218
10.0,10,13.190868
12.0,12,13.236188
10.0,10,13.270079
9.0,9,13.299782
9.0,9,13.334719
12.0,12,13.390337
10.0,10,13.425293
12.0,12,13.470579
9.0,9,13.499971
8.0,8,13.528028
10.0,10,13.560153
10.0,10,13.599985
10.0,10,13.656286
8.0,8,13.688263
10.0,10,13.725093
9.0,9,13.757593
10.0,10,13.797959
8.0,8,13.826361
9.0,9,13.858996
10.0,10,13.898423
9.0,9,13.931419
10.0,10,13.96822
10.0,10,14.005136
8.0,8,14.033078
9.0,9,14.065606
9.0,9,14.103884
10.0,10,14.134461
10.0,10,14.174739
10.0,10,14.211186
10.0,10,14.247523
9.0,9,14.277062
9.0,9,14.312304
11.0,11,14.353177
10.0,10,14.386896
9.0,9,14.424867
9.0,9,14.458041
9.0,9,14.487441
11.0,11,14.531411
10.0,10,14.56497
9.0,9,14.60287
10.0,10,14.640516
8.0,8,14.668673
10.0,10,14.707362
9.0,9,14.740557
10.0,10,14.774552
9.0,9,14.812925
8.0,8,14.841365
11.0,11,14.879941
10.0,10,14.922961
9.0,9,14.952351
9.0,9,14.985208
11.0,11,15.029078
10.0,10,15.066904
9.0,9,15.100276
10.0,10,15.137224
9.0,9,15.172871
10.0,10,15.210194
9.0,9,15.242937
8.0,8,15.271269
10.0,10,15.307805
10.0,10,15.344668
10.0,10,15.383929
9.0,9,15.413353
11.0,11,15.458596
10.0,10,15.4928
10.0,10,15.554022
9.0,9,15.587242
10.0,10,15.624553
10.0,10,15.66497
9.0,9,15.697976
9.0,9,15.733868
9.0,9,15.770075
9.0,9,15.802241
9.0,9,15.831879
9.0,9,15.871421
10.0,10,15.905459
10.0,10,15.942237
9.0,9,15.981118
9.0,9,16.01416
9.0,9,16.04347
9.0,9,16.078449
10.0,10,16.112337
9.0,9,16.145198
10.0,10,16.188501
12.0,12,16.230728
11.0,11,16.274847
10.0,10,16.30799
9.0,9,16.341256
10.0,10,16.381073
11.0,11,16.421284
9.0,9,16.454118
11.0,11,16.494963
10.0,10,16.528981
9.0,9,16.562031
10.0,10,16.60121
9.0,9,16.634248
10.0,10,16.670557
9.0,9,16.70558
9.0,9,16.735013
9.0,9,16.767627
9.0,9,16.806091
11.0,11,16.840165
9.0,9,16.87239
10.0,10,16.912393
9.0,9,16.944131
9.0,9,16.975928
8.0,8,17.006476
11.0,11,17.044677
10.0,10,17.081162
9.0,9,17.112654
10.0,10,17.148298
10.0,10,17.185819
9.0,9,17.217957
9.0,9,17.256621
10.0,10,17.290194
10.0,10,17.32615
9.0,9,17.356224
9.0,9,17.41283
9.0,9,17.441417
10.0,10,17.478532
9.0,9,17.520268
10.0,10,17.556688
8.0,8,17.585226
10.0,10,17.624543
8.0,8,17.657666
10.0,10,17.69441
11.0,11,17.738993
10.0,10,17.775829
8.0,8,17.803942
9.0,9,17.841811
8.0,8,17.874871
9.0,9,17.904017
9.0,9,17.945132
9.0,9,17.977163
9.0,9,18.006268
16.0,16,18.062632
9.0,9,18.09539
11.0,11,18.136569
10.0,10,18.179085
9.0,9,18.211527
9.0,9,18.24434
10.0,10,18.285329
13.0,13,18.327315
8.0,8,18.36074
10.0,10,18.394409
8.0,8,18.425775
9.0,9,18.466858
8.0,8,18.496186
8.0,8,18.519114
10.0,10,18.552738
10.0,10,18.595095
9.0,9,18.625979
9.0,9,18.65546
9.0,9,18.692933
9.0,9,18.722067
10.0,10,18.756955
10.0,10,18.798899
9.0,9,18.829374
9.0,9,18.855688
10.0,10,18.894418
9.0,9,18.932472
9.0,9,18.963354
10.0,10,19.002437
10.0,10,19.036317
11.0,11,19.073562
9.0,9,19.108083
8.0,8,19.137713
9.0,9,19.168789
8.0,8,19.203813
9.0,9,19.242273
9.0,9,19.291783
