#{"t_start": 1718462887.2465446, "env_id": "CartPole-v1"}
r,l,t
9.0,9,2.250581
8.0,8,4.195544
8.0,8,6.046643
9.0,9,7.908187
10.0,10,9.79591
10.0,10,11.691022
8.0,8,13.604327
9.0,9,15.485608
10.0,10,17.357589
10.0,10,19.250184
9052
10.0,10,1.382539
11.0,11,1.40784
10.0,10,1.440934
15.0,15,1.483976
11.0,11,1.510664
14.0,14,1.555383
11.0,11,1.592389
13.0,13,1.629943
10.0,10,1.661697
15.0,15,1.701677
11.0,11,1.740158
14.0,14,1.789839
13.0,13,1.829765
12.0,12,1.884591
9.0,9,1.922168
10.0,10,1.955446
12.0,12,1.995349
9.0,9,2.023764
9.0,9,2.053558
9.0,9,2.087328
11.0,11,2.122847
10.0,10,2.156893
9.0,9,2.19409
12.0,12,2.235609
9.0,9,2.313847
9.0,9,2.352624
9.0,9,2.383128
10.0,10,2.423779
10.0,10,2.463915
9.0,9,2.507865
10.0,10,2.549415
9.0,9,2.583008
11.0,11,2.628602
9.0,9,2.656402
10.0,10,2.691836
12.0,12,2.736887
8.0,8,2.765111
10.0,10,2.798757
9.0,9,2.837059
9.0,9,2.869763
10.0,10,2.905472
8.0,8,2.93407
9.0,9,2.969433
10.0,10,3.002982
9.0,9,3.038666
8.0,8,3.066987
10.0,10,3.106147
10.0,10,3.142994
8.0,8,3.171144
10.0,10,3.206886
9.0,9,3.24266
9.0,9,3.275268
10.0,10,3.312196
9.0,9,3.347774
12.0,12,3.385159
8.0,8,3.413145
9.0,9,3.448839
10.0,10,3.489336
9.0,9,3.523344
10.0,10,3.565092
9.0,9,3.597715
8.0,8,3.630663
9.0,9,3.667791
9.0,9,3.696852
9.0,9,3.732955
8.0,8,3.765116
8.0,8,3.796551
10.0,10,3.828144
10.0,10,3.869421
8.0,8,3.910857
9.0,9,3.948686
9.0,9,3.97819
10.0,10,4.018465
9.0,9,4.054539
10.0,10,4.088706
9.0,9,4.124458
10.0,10,4.161271
8.0,8,4.189008
10.0,10,4.255746
9.0,9,4.284774
8.0,8,4.309629
10.0,10,4.34761
9.0,9,4.38613
9.0,9,4.415781
10.0,10,4.453645
9.0,9,4.492147
10.0,10,4.524621
9.0,9,4.553403
10.0,10,4.593293
9.0,9,4.619919
10.0,10,4.654708
9.0,9,4.687008
8.0,8,4.715465
10.0,10,4.744921
11.0,11,4.780282
10.0,10,4.812706
10.0,10,4.847582
10.0,10,4.884122
11.0,11,4.922104
10.0,10,4.957885
9.0,9,4.993401
9.0,9,5.026159
9.0,9,5.058332
