#{"t_start": 1718462887.2450075, "env_id": "CartPole-v1"}
r,l,t
10.0,10,2.253614
10.0,10,4.199845
10.0,10,6.050925
10.0,10,7.911106
8.0,8,9.794688
9.0,9,11.690465
8.0,8,13.60573
10.0,10,15.488384
10.0,10,17.35896
10.0,10,19.251586
1.0,31,1.232682
11.0,11,1.269054
13.0,13,1.299618
10.0,10,1.327216
12.0,12,1.365237
11.0,11,1.395262
12.0,12,1.434538
11.0,11,1.468262
11.0,11,1.497024
13.0,13,1.531772
11.0,11,1.565765
11.0,11,1.600874
16.0,16,1.64462
28.0,28,1.733037
11.0,11,1.768942
13.0,13,1.810923
12.0,12,1.849828
11.0,11,1.907591
12.0,12,1.952251
10.0,10,1.991305
12.0,12,2.025132
10.0,10,2.059428
9.0,9,2.094073
10.0,10,2.124256
8.0,8,2.153454
10.0,10,2.187966
12.0,12,2.229906
10.0,10,2.315186
10.0,10,2.355095
10.0,10,2.395878
8.0,8,2.425237
9.0,9,2.463905
10.0,10,2.509266
9.0,9,2.545855
10.0,10,2.584434
8.0,8,2.617607
11.0,11,2.657103
12.0,12,2.694567
10.0,10,2.733147
9.0,9,2.766541
10.0,10,2.80018
9.0,9,2.838481
10.0,10,2.872459
9.0,9,2.906896
10.0,10,2.943899
9.0,9,2.979966
9.0,9,3.011892
9.0,9,3.047514
9.0,9,3.079856
10.0,10,3.115993
10.0,10,3.152929
10.0,10,3.190103
11.0,11,3.229933
10.0,10,3.266562
9.0,9,3.299648
9.0,9,3.335254
10.0,10,3.370252
11.0,11,3.405425
8.0,8,3.436323
9.0,9,3.475292
9.0,9,3.510268
10.0,10,3.552181
9.0,9,3.584029
9.0,9,3.617785
9.0,9,3.65099
10.0,10,3.691672
11.0,11,3.73067
10.0,10,3.771795
9.0,9,3.800005
9.0,9,3.834339
9.0,9,3.870906
8.0,8,3.912224
11.0,11,3.955384
10.0,10,3.993119
10.0,10,4.027115
9.0,9,4.065964
9.0,9,4.098889
9.0,9,4.128199
11.0,11,4.17244
11.0,11,4.237415
10.0,10,4.273222
11.0,11,4.311093
10.0,10,4.349065
10.0,10,4.392355
9.0,9,4.42231
9.0,9,4.45503
10.0,10,4.498434
10.0,10,4.529908
8.0,8,4.554838
9.0,9,4.591132
11.0,11,4.622469
10.0,10,4.657403
9.0,9,4.693484
10.0,10,4.725514
11.0,11,4.758803
10.0,10,4.793002
10.0,10,4.826938
9.0,9,4.856994
9.0,9,4.889745
8.0,8,4.918067
10.0,10,4.954765
10.0,10,4.993588
10.0,10,5.027611
9.0,9,5.05972
10.0,10,5.099447
9.0,9,5.129218
10.0,10,5.16966
9.0,9,5.202254
10.0,10,5.241898
9.0,9,5.274854
12.0,12,5.315792
12.0,12,5.356109
9.0,9,5.385553
10.0,10,5.424232
10.0,10,5.457634
9.0,9,5.49032
10.0,10,5.529681
9.0,9,5.561908
10.0,10,5.59788
11.0,11,5.639071
9.0,9,5.674453
9.0,9,5.703296
10.0,10,5.741947
8.0,8,5.77289
9.0,9,5.811305
10.0,10,5.856613
9.0,9,5.889445
10.0,10,5.932469
11.0,11,5.972196
9.0,9,6.006202
10.0,10,6.042851
9.0,9,6.105838
10.0,10,6.142935
10.0,10,6.179088
10.0,10,6.21593
10.0,10,6.250694
10.0,10,6.280562
10.0,10,6.315417
9.0,9,6.348676
11.0,11,6.383893
10.0,10,6.413706
8.0,8,6.447155
11.0,11,6.482268
8.0,8,6.509582
10.0,10,6.54431
10.0,10,6.579443
9.0,9,6.607666
10.0,10,6.645969
9.0,9,6.679123
10.0,10,6.712782
9.0,9,6.757077
8.0,8,6.785715
9.0,9,6.813396
8.0,8,6.845778
10.0,10,6.882437
11.0,11,6.922374
9.0,9,6.960866
10.0,10,6.998223
10.0,10,7.033358
8.0,8,7.065839
9.0,9,7.100695
9.0,9,7.134535
12.0,12,7.181782
10.0,10,7.221437
8.0,8,7.251005
10.0,10,7.292931
8.0,8,7.327291
11.0,11,7.362297
11.0,11,7.406825
9.0,9,7.444343
9.0,9,7.478152
9.0,9,7.512287
9.0,9,7.545706
10.0,10,7.581216
10.0,10,7.619167
10.0,10,7.655346
8.0,8,7.685825
9.0,9,7.717861
10.0,10,7.750882
9.0,9,7.782813
10.0,10,7.81517
8.0,8,7.845623
9.0,9,7.881087
11.0,11,7.917775
8.0,8,7.964321
10.0,10,8.002176
9.0,9,8.033634
9.0,9,8.062713
13.0,13,8.11166
10.0,10,8.141987
10.0,10,8.175014
8.0,8,8.204585
10.0,10,8.240067
12.0,12,8.278683
10.0,10,8.315822
9.0,9,8.347254
10.0,10,8.382951
9.0,9,8.41594
10.0,10,8.451135
9.0,9,8.479965
10.0,10,8.522269
9.0,9,8.551225
9.0,9,8.584139
8.0,8,8.609932
9.0,9,8.644412
10.0,10,8.684826
9.0,9,8.72328
10.0,10,8.762269
11.0,11,8.802723
10.0,10,8.842556
8.0,8,8.872814
9.0,9,8.907965
9.0,9,8.949286
11.0,11,8.989186
10.0,10,9.030784
9.0,9,9.065879
9.0,9,9.097779
12.0,12,9.147501
9.0,9,9.185641
10.0,10,9.222843
10.0,10,9.26551
8.0,8,9.296316
9.0,9,9.341126
10.0,10,9.377674
10.0,10,9.420399
9.0,9,9.453434
10.0,10,9.489284
9.0,9,9.519114
9.0,9,9.550101
10.0,10,9.589806
10.0,10,9.623365
9.0,9,9.658422
9.0,9,9.690201
10.0,10,9.727669
9.0,9,9.763519
8.0,8,9.790576
10.0,10,9.849642
13.0,13,9.895273
11.0,11,9.931064
10.0,10,9.964377
10.0,10,10.005653
8.0,8,10.041593
9.0,9,10.076023
10.0,10,10.116442
10.0,10,10.150581
9.0,9,10.186204
9.0,9,10.227046
8.0,8,10.253027
9.0,9,10.288194
9.0,9,10.317863
10.0,10,10.352596
10.0,10,10.393368
10.0,10,10.43438
12.0,12,10.489881
9.0,9,10.52037
12.0,12,10.559137
9.0,9,10.5934
10.0,10,10.624013
9.0,9,10.650257
8.0,8,10.680976
10.0,10,10.711343
11.0,11,10.745223
9.0,9,10.778912
10.0,10,10.814173
9.0,9,10.848957
12.0,12,10.897144
8.0,8,10.927205
8.0,8,10.960583
9.0,9,10.992807
10.0,10,11.034115
10.0,10,11.068471
10.0,10,11.11255
12.0,12,11.15508
9.0,9,11.184391
9.0,9,11.221284
9.0,9,11.25667
8.0,8,11.285681
9.0,9,11.322772
10.0,10,11.356803
8.0,8,11.390158
9.0,9,11.431501
9.0,9,11.466874
10.0,10,11.50631
12.0,12,11.550997
9.0,9,11.585313
10.0,10,11.622845
10.0,10,11.659662
13.0,13,11.730669
9.0,9,11.763691
11.0,11,11.800431
9.0,9,11.833004
10.0,10,11.872929
8.0,8,11.900726
10.0,10,11.938267
9.0,9,11.974763
10.0,10,12.012574
12.0,12,12.058139
9.0,9,12.087426
10.0,10,12.130674
9.0,9,12.164389
10.0,10,12.194086
10.0,10,12.240363
10.0,10,12.276334
10.0,10,12.319523
10.0,10,12.359363
10.0,10,12.399023
9.0,9,12.43623
8.0,8,12.465515
11.0,11,12.506263
9.0,9,12.542472
9.0,9,12.57555
9.0,9,12.611027
11.0,11,12.649841
9.0,9,12.686387
9.0,9,12.718904
10.0,10,12.757426
10.0,10,12.794195
8.0,8,12.825648
9.0,9,12.862181
10.0,10,12.898952
11.0,11,12.940192
9.0,9,12.981208
11.0,11,13.02013
10.0,10,13.063729
8.0,8,13.091836
11.0,11,13.132188
10.0,10,13.169843
9.0,9,13.202575
9.0,9,13.23759
9.0,9,13.266249
9.0,9,13.296129
9.0,9,13.332262
10.0,10,13.367651
10.0,10,13.409939
8.0,8,13.441097
9.0,9,13.47719
9.0,9,13.509454
11.0,11,13.546983
13.0,13,13.596089
10.0,10,13.649613
9.0,9,13.684799
9.0,9,13.718046
10.0,10,13.751911
10.0,10,13.794963
9.0,9,13.82779
9.0,9,13.860412
11.0,11,13.901272
8.0,8,13.932842
10.0,10,13.969637
9.0,9,14.005459
10.0,10,14.038898
9.0,9,14.071533
10.0,10,14.107636
10.0,10,14.144824
9.0,9,14.177528
10.0,10,14.213938
11.0,11,14.254906
10.0,10,14.29398
10.0,10,14.328046
9.0,9,14.35711
9.0,9,14.398576
9.0,9,14.427585
8.0,8,14.459465
10.0,10,14.493471
9.0,9,14.531703
10.0,10,14.565307
9.0,9,14.600373
10.0,10,14.6372
10.0,10,14.671395
9.0,9,14.708784
9.0,9,14.741983
10.0,10,14.775985
9.0,9,14.814343
10.0,10,14.848809
9.0,9,14.881362
10.0,10,14.924369
10.0,10,14.958349
10.0,10,14.99519
11.0,11,15.039169
9.0,9,15.073472
9.0,9,15.106271
10.0,10,15.145903
9.0,9,15.179193
8.0,8,15.204045
9.0,9,15.239655
8.0,8,15.271663
9.0,9,15.301012
9.0,9,15.339447
10.0,10,15.372666
10.0,10,15.405817
9.0,9,15.442441
10.0,10,15.476905
9.0,9,15.537317
10.0,10,15.570772
9.0,9,15.604133
10.0,10,15.647825
9.0,9,15.680866
10.0,10,15.717885
9.0,9,15.754003
9.0,9,15.786759
8.0,8,15.814959
10.0,10,15.854895
11.0,11,15.893686
10.0,10,15.93076
10.0,10,15.970572
10.0,10,16.011353
10.0,10,16.044897
9.0,9,16.07991
10.0,10,16.113801
10.0,10,16.15414
9.0,9,16.189927
9.0,9,16.22235
10.0,10,16.258805
10.0,10,16.295725
10.0,10,16.332431
9.0,9,16.365682
10.0,10,16.404797
10.0,10,16.441437
10.0,10,16.478311
8.0,8,16.507041
9.0,9,16.542672
9.0,9,16.571677
9.0,9,16.607518
9.0,9,16.64017
12.0,12,16.681306
11.0,11,16.722461
10.0,10,16.75907
10.0,10,16.795966
8.0,8,16.82348
10.0,10,16.862929
10.0,10,16.899659
8.0,8,16.927289
10.0,10,16.963373
10.0,10,16.999837
10.0,10,17.035979
10.0,10,17.073302
8.0,8,17.100192
9.0,9,17.128618
11.0,11,17.169712
11.0,11,17.210419
9.0,9,17.246722
8.0,8,17.27475
11.0,11,17.31478
12.0,12,17.357685
9.0,9,17.414291
10.0,10,17.450728
9.0,9,17.479956
10.0,10,17.522956
9.0,9,17.558104
10.0,10,17.592578
10.0,10,17.636003
9.0,9,17.668928
12.0,12,17.714528
10.0,10,17.754728
10.0,10,17.791478
8.0,8,17.819429
8.0,8,17.857877
10.0,10,17.891259
10.0,10,17.927802
9.0,9,17.962427
11.0,11,18.00665
14.0,14,18.050461
9.0,9,18.086629
10.0,10,18.120231
10.0,10,18.162789
9.0,9,18.195713
10.0,10,18.229478
11.0,11,18.278431
9.0,9,18.306995
9.0,9,18.338464
8.0,8,18.375282
10.0,10,18.405096
8.0,8,18.437111
9.0,9,18.475757
10.0,10,18.514906
9.0,9,18.541698
9.0,9,18.577552
9.0,9,18.613392
10.0,10,18.644604
10.0,10,18.683041
10.0,10,18.719106
10.0,10,18.753358
10.0,10,18.790761
9.0,9,18.822085
10.0,10,18.856143
9.0,9,18.890985
10.0,10,18.928125
11.0,11,18.968795
9.0,9,19.003869
13.0,13,19.047357
11.0,11,19.087044
10.0,10,19.124305
9.0,9,19.159374
10.0,10,19.203056
9.0,9,19.234946
9.0,9,19.293253
