#{"t_start": 1719344168.0342977, "env_id": "CartPoleAggregated-v1"}
r,l,t
10.0,10,0.698456
19.0,19,0.742303
18.0,18,2.09217
14.0,14,2.126014
36.0,36,5.590905
13.0,13,5.620072
27.0,27,7.401119
32.0,32,9.212759
39.0,39,11.097334
57.0,57,14.875405
21.0,21,14.921524
41.0,41,18.74371
151.0,151,26.719161
89.0,89,32.197958
56.0,56,35.838541
43.0,43,37.650359
97.0,97,43.064374
82.0,82,48.739761
74.0,74,52.347319
24.0,24,54.188666
22.0,22,56.115074
173.0,173,63.866166
116.0,116,72.093423
73.0,73,75.666618
129.0,129,80.089167
412.0,412,98.847444
500.0,500,112.617152
500.0,500,131.570495
500.0,500,148.989976
500.0,500,165.103561
500.0,500,181.758625
500.0,500,199.320856
500.0,500,215.179058
500.0,500,232.602021
500.0,500,251.001431
500.0,500,267.970515
500.0,500,285.228925
500.0,500,301.221583
500.0,500,318.6357
500.0,500,339.101114
500.0,500,352.084469
500.0,500,369.231455
500.0,500,386.796525
500.0,500,403.293076
500.0,500,423.534598
500.0,500,436.778931
