#{"t_start": 1719344168.033537, "env_id": "CartPoleAggregated-v1"}
r,l,t
23.0,23,0.728747
11.0,11,2.06299
30.0,30,2.133692
72.0,72,7.399299
19.0,19,7.439586
29.0,29,9.245792
34.0,34,11.121552
20.0,20,13.049948
38.0,38,14.900475
34.0,34,16.900012
68.0,68,20.566239
56.0,56,24.5543
103.0,103,30.369653
81.0,81,35.826787
106.0,106,41.153356
96.0,96,46.727778
92.0,92,52.33252
113.0,113,59.761495
53.0,53,61.683981
240.0,240,75.64621
134.0,134,80.074889
163.0,163,85.195411
202.0,202,95.273446
411.0,411,109.310155
500.0,500,126.878977
500.0,500,142.560473
500.0,500,158.28847
500.0,500,177.057534
500.0,500,192.860164
500.0,500,211.809594
500.0,500,226.068396
500.0,500,244.130358
500.0,500,263.276616
500.0,500,278.831938
500.0,500,297.807609
500.0,500,313.964719
500.0,500,329.381888
500.0,500,348.682599
500.0,500,362.88456
500.0,500,383.486376
500.0,500,398.002343
500.0,500,414.053807
500.0,500,433.362516
