#{"t_start": 1719344168.0316122, "env_id": "CartPoleAggregated-v1"}
r,l,t
16.0,16,0.715264
12.0,12,0.742066
16.0,16,2.087791
11.0,11,2.113888
27.0,27,3.915572
19.0,19,5.603502
15.0,15,5.63595
30.0,30,7.422755
33.0,33,9.23632
65.0,65,13.066476
29.0,29,14.895634
14.0,14,14.926686
76.0,76,20.535071
56.0,56,24.509941
138.0,138,32.177752
49.0,49,33.998508
54.0,54,37.639155
92.0,92,43.038787
24.0,24,44.838538
103.0,103,50.555601
44.0,44,52.359404
33.0,33,54.22321
22.0,22,56.152573
166.0,166,63.885279
42.0,42,67.519306
204.0,204,77.899594
250.0,250,87.00929
157.0,157,95.198158
198.0,198,103.360481
500.0,500,118.532837
500.0,500,137.944101
500.0,500,153.602374
500.0,500,170.932307
500.0,500,188.174963
500.0,500,203.933114
500.0,500,221.269574
500.0,500,239.01384
500.0,500,257.845485
500.0,500,274.032667
500.0,500,289.958617
500.0,500,307.203705
500.0,500,324.794477
500.0,500,343.955037
500.0,500,358.087546
500.0,500,375.367548
500.0,500,392.90796
500.0,500,409.405956
500.0,500,428.21424
500.0,500,442.743429
