#{"t_start": 1719344168.0350435, "env_id": "CartPoleAggregated-v1"}
r,l,t
20.0,20,0.720655
20.0,20,2.07531
15.0,15,2.110672
12.0,12,3.874043
16.0,16,3.915561
11.0,11,3.948202
29.0,29,5.647804
33.0,33,7.440667
39.0,39,11.066195
50.0,50,13.066174
47.0,47,16.854607
45.0,45,18.764713
106.0,106,24.581341
148.0,148,33.960325
146.0,146,42.997257
112.0,112,48.750338
35.0,35,50.563302
106.0,106,56.184555
75.0,75,61.649247
56.0,56,63.815541
123.0,123,69.310596
23.0,23,72.124606
116.0,116,77.879784
467.0,467,97.135092
500.0,500,112.55144
495.0,495,129.708275
500.0,500,147.114902
500.0,500,165.023729
500.0,500,179.990575
500.0,500,197.540353
500.0,500,215.065285
500.0,500,230.735875
500.0,500,250.886234
500.0,500,266.071485
500.0,500,283.444054
500.0,500,301.133993
500.0,500,316.767351
500.0,500,337.300217
500.0,500,351.987336
500.0,500,367.343443
500.0,500,386.708988
500.0,500,401.06125
500.0,500,421.684774
500.0,500,436.690874
