#{"t_start": 1719344168.0289836, "env_id": "CartPoleAggregated-v1"}
r,l,t
11.0,11,0.706295
18.0,18,0.747376
15.0,15,2.090229
16.0,16,2.128405
22.0,22,3.917891
16.0,16,5.598965
46.0,46,7.42079
18.0,18,9.203002
20.0,20,9.245539
18.0,18,11.083767
19.0,19,11.128729
60.0,60,14.912084
117.0,117,22.403594
93.0,93,28.517389
11.0,11,28.545656
86.0,86,33.953304
145.0,145,41.177516
94.0,94,46.744494
49.0,49,50.546932
49.0,49,52.361788
121.0,121,59.817289
172.0,172,67.592998
97.0,97,75.637445
423.0,423,91.436982
500.0,500,109.346617
500.0,500,126.92241
500.0,500,144.335281
500.0,500,158.332116
500.0,500,177.100928
500.0,500,192.894892
500.0,500,211.844454
500.0,500,227.880896
500.0,500,244.173895
500.0,500,263.311377
500.0,500,280.575644
500.0,500,297.842394
500.0,500,314.009436
500.0,500,329.416621
500.0,500,348.71748
500.0,500,364.622844
500.0,500,383.529781
500.0,500,398.037209
500.0,500,415.765318
500.0,500,433.407013
