#{"t_start": 1719344168.0327215, "env_id": "CartPoleAggregated-v1"}
r,l,t
15.0,15,0.71163
10.0,10,0.734321
32.0,32,2.117749
29.0,29,3.926637
18.0,18,5.609101
29.0,29,7.393102
27.0,27,7.452045
25.0,25,9.249163
40.0,40,13.019414
24.0,24,13.078151
29.0,29,14.905897
29.0,29,16.893116
17.0,17,18.737759
62.0,62,22.374002
73.0,73,26.677962
85.0,85,30.389411
45.0,45,33.957318
31.0,31,35.832866
48.0,48,37.656761
127.0,127,44.887728
29.0,29,46.737722
43.0,43,50.52782
28.0,28,50.588985
45.0,45,54.182369
47.0,47,56.177248
21.0,21,58.015845
127.0,127,63.858425
14.0,14,63.897608
109.0,109,72.105366
72.0,72,75.675508
169.0,169,82.075171
179.0,179,88.793912
500.0,500,107.366022
244.0,244,116.309743
500.0,500,135.482925
500.0,500,150.90273
500.0,500,168.68911
500.0,500,185.830184
500.0,500,201.22399
500.0,500,218.911598
500.0,500,236.306453
500.0,500,255.193215
500.0,500,271.754702
500.0,500,287.236331
500.0,500,304.85564
500.0,500,322.435359
500.0,500,341.122988
500.0,500,355.814853
500.0,500,372.968193
500.0,500,390.583924
500.0,500,407.125947
500.0,500,425.468809
500.0,500,440.390821
