#{"t_start": 1719344168.0299053, "env_id": "CartPoleAggregated-v1"}
r,l,t
11.0,11,0.705496
23.0,23,2.066164
16.0,16,2.10359
11.0,11,2.130177
22.0,22,3.920312
29.0,29,5.628864
82.0,82,11.068138
30.0,30,11.139908
34.0,34,14.864322
45.0,45,16.885808
38.0,38,18.778592
105.0,105,24.595762
151.0,151,33.980277
22.0,22,35.832979
107.0,107,41.162833
86.0,86,46.712624
36.0,36,48.752029
199.0,199,59.825166
102.0,102,63.90015
17.0,17,65.73368
115.0,115,73.889667
189.0,189,80.137429
419.0,419,100.640558
500.0,500,114.429278
500.0,500,133.410371
500.0,500,149.077662
500.0,500,166.912226
500.0,500,183.744205
500.0,500,199.38756
500.0,500,217.106597
500.0,500,234.438754
500.0,500,253.009877
500.0,500,269.809548
500.0,500,285.29936
500.0,500,303.000275
500.0,500,320.497095
500.0,500,339.189448
500.0,500,353.916317
500.0,500,371.083751
500.0,500,388.660025
500.0,500,405.23987
500.0,500,423.623433
500.0,500,438.564924
