#{"t_start": 1718715479.3109083, "env_id": "CartPoleAggregated-v1"}
r,l,t
11.0,11,0.701957
18.0,18,0.744119
14.0,14,2.601679
46.0,46,4.457605
14.0,14,5.971448
22.0,22,6.020829
20.0,20,7.795974
15.0,15,7.831902
17.0,17,9.498387
30.0,30,11.489249
52.0,52,14.920088
26.0,26,14.988196
19.0,19,16.8487
73.0,73,20.571885
92.0,92,26.244762
130.0,130,33.658338
118.0,118,41.187195
178.0,178,47.790089
149.0,149,54.035215
441.0,441,73.119155
309.0,309,87.404037
425.0,425,101.536331
500.0,500,122.829784
500.0,500,141.096008
500.0,500,158.44664
500.0,500,175.537443
500.0,500,191.022585
500.0,500,209.110592
500.0,500,223.320116
500.0,500,239.736639
500.0,500,256.558885
500.0,500,273.315169
500.0,500,292.704576
500.0,500,306.637742
500.0,500,323.202784
500.0,500,340.875986
500.0,500,355.163228
500.0,500,374.550681
500.0,500,388.733471
500.0,500,404.999851
500.0,500,423.708301
500.0,500,437.927041
