#{"t_start": 1718715479.3142664, "env_id": "CartPoleAggregated-v1"}
r,l,t
41.0,41,2.593524
29.0,29,4.410902
27.0,27,5.954061
28.0,28,6.017644
19.0,19,7.789949
41.0,41,9.515875
14.0,14,11.463744
16.0,16,11.507741
62.0,62,14.963259
72.0,72,18.756126
54.0,54,22.482232
100.0,100,28.153081
114.0,114,35.493912
127.0,127,43.085345
399.0,399,58.168613
456.0,456,77.444374
315.0,315,90.107192
500.0,500,106.979837
500.0,500,131.497351
500.0,500,148.253557
500.0,500,165.593724
500.0,500,180.902972
500.0,500,197.219582
500.0,500,213.189723
500.0,500,228.856326
500.0,500,246.926994
500.0,500,262.332449
500.0,500,278.879311
500.0,500,296.790424
500.0,500,312.356316
500.0,500,332.0575
500.0,500,344.943258
500.0,500,361.056239
500.0,500,378.795031
500.0,500,394.869518
500.0,500,413.536153
500.0,500,427.981585
500.0,500,443.943526
