#{"t_start": 1718715479.3134332, "env_id": "CartPoleAggregated-v1"}
r,l,t
33.0,33,2.574853
33.0,33,4.402333
22.0,22,4.452513
24.0,24,5.988852
41.0,41,7.8124
12.0,12,9.465013
20.0,20,9.516568
15.0,15,11.467699
34.0,34,13.078346
49.0,49,14.980274
72.0,72,20.517709
47.0,47,22.480181
96.0,96,28.139798
156.0,156,37.390994
91.0,91,43.089494
319.0,319,55.90752
500.0,500,75.510615
500.0,500,95.105572
248.0,248,104.232813
500.0,500,127.648228
500.0,500,145.353101
427.0,427,158.516081
500.0,500,177.318623
500.0,500,192.931864
500.0,500,209.184028
500.0,500,225.184505
500.0,500,239.81252
500.0,500,258.309363
500.0,500,275.187965
500.0,500,292.777396
500.0,500,308.545183
500.0,500,325.048837
500.0,500,340.952263
500.0,500,357.063885
500.0,500,374.625977
500.0,500,390.566893
500.0,500,406.763566
500.0,500,423.784113
500.0,500,439.805542
