#{"t_start": 1718715479.3100762, "env_id": "CartPoleAggregated-v1"}
r,l,t
10.0,10,0.699918
15.0,15,0.735397
16.0,16,2.597494
12.0,12,2.62403
37.0,37,4.461053
47.0,47,7.777183
17.0,17,7.81841
12.0,12,9.471188
32.0,32,11.464363
14.0,14,11.502974
28.0,28,13.095298
40.0,40,14.975316
121.0,121,22.480479
41.0,41,24.374439
89.0,89,29.937906
112.0,112,37.359591
115.0,115,43.125297
175.0,175,50.004956
13.0,13,50.042794
406.0,406,68.568698
250.0,250,79.211241
377.0,377,92.406311
500.0,500,109.224916
500.0,500,133.857356
500.0,500,152.005361
500.0,500,167.988424
500.0,500,184.703622
500.0,500,199.668385
500.0,500,215.637473
500.0,500,232.75044
500.0,500,249.162442
500.0,500,264.664523
500.0,500,282.629979
500.0,500,299.119533
500.0,500,316.699675
500.0,500,334.409473
500.0,500,347.391864
500.0,500,364.942335
500.0,500,381.142573
500.0,500,397.431531
500.0,500,417.188915
500.0,500,430.30916
500.0,500,447.847331
