#{"t_start": 1718712210.4662154, "env_id": "CartPoleNoVel-v1"}
r,l,t
16.0,16,0.710794
13.0,13,0.740808
35.0,35,2.182104
35.0,35,6.169054
14.0,14,6.204574
20.0,20,8.044475
11.0,11,8.067084
33.0,33,9.93684
19.0,19,11.748624
16.0,16,11.78324
23.0,23,13.610155
33.0,33,15.504159
11.0,11,15.528845
36.0,36,17.153617
59.0,59,20.742876
41.0,41,22.669125
52.0,52,26.354254
18.0,18,28.069571
160.0,160,35.924865
251.0,251,47.447588
38.0,38,49.641837
337.0,337,69.145006
242.0,242,76.670819
500.0,500,95.167424
172.0,172,104.75022
216.0,216,116.345042
322.0,322,129.310662
210.0,210,137.644667
500.0,500,155.137614
220.0,220,165.04768
212.0,212,177.220267
178.0,178,185.47138
237.0,237,194.461322
226.0,226,205.617499
500.0,500,224.933077
500.0,500,242.194878
500.0,500,260.071038
500.0,500,279.253164
500.0,500,296.601384
500.0,500,317.436255
500.0,500,333.914711
500.0,500,351.784308
500.0,500,370.87843
500.0,500,386.033478
500.0,500,406.552195
500.0,500,421.565878
500.0,500,439.288252
500.0,500,459.655328
500.0,500,474.317593
500.0,500,495.986173
