#{"t_start": 1718712210.4680972, "env_id": "CartPoleNoVel-v1"}
r,l,t
24.0,24,0.727629
20.0,20,2.136322
15.0,15,2.169355
28.0,28,4.053692
14.0,14,6.172571
13.0,13,6.205501
16.0,16,8.036017
25.0,25,8.088846
27.0,27,9.948321
38.0,38,11.799026
31.0,31,13.642473
11.0,11,15.488487
16.0,16,15.524621
26.0,26,17.125741
50.0,50,20.697014
87.0,87,24.56018
127.0,127,31.819586
73.0,73,35.913393
269.0,269,47.813506
147.0,147,57.079336
34.0,34,59.005153
161.0,161,69.09898
167.0,167,73.958796
226.0,226,81.255941
273.0,273,92.542347
227.0,227,102.850657
164.0,164,110.747187
304.0,304,124.665293
259.0,259,134.089101
286.0,286,144.562708
251.0,251,153.316766
205.0,205,162.916042
197.0,197,175.267845
211.0,211,183.707466
190.0,190,192.176586
209.0,209,201.875269
500.0,500,217.94172
445.0,445,234.178972
500.0,500,253.890373
500.0,500,272.974447
500.0,500,290.577278
500.0,500,308.658309
500.0,500,327.625916
500.0,500,345.785671
500.0,500,364.901275
500.0,500,379.722366
500.0,500,397.865991
500.0,500,415.243002
500.0,500,433.228235
500.0,500,453.683572
500.0,500,468.246216
500.0,500,487.178855
