#{"t_start": 1718712210.4708626, "env_id": "CartPoleNoVel-v1"}
r,l,t
21.0,21,0.717546
39.0,39,2.169043
14.0,14,4.020518
16.0,16,4.059162
15.0,15,6.179601
9.0,9,6.202849
49.0,49,9.899884
17.0,17,9.94042
20.0,20,11.752909
13.0,13,11.781296
26.0,26,13.614598
18.0,18,15.473937
23.0,23,15.526727
36.0,36,17.152052
208.0,208,29.920301
43.0,43,31.814223
108.0,108,37.716578
113.0,113,41.779949
165.0,165,49.679419
264.0,264,66.357126
193.0,193,73.936481
250.0,250,81.286088
217.0,217,90.445249
236.0,236,101.056719
184.0,184,108.917533
255.0,255,120.95346
253.0,253,131.811094
256.0,256,142.033379
474.0,474,159.244538
202.0,202,168.758101
175.0,175,179.58836
184.0,184,187.379496
228.0,228,196.647301
235.0,235,207.714444
500.0,500,228.978469
500.0,500,244.079732
500.0,500,262.497658
500.0,500,281.041976
500.0,500,298.837006
500.0,500,319.718657
500.0,500,335.759995
500.0,500,354.004329
500.0,500,373.080821
500.0,500,387.965215
500.0,500,408.856795
500.0,500,423.507547
500.0,500,441.475465
500.0,500,461.781437
500.0,500,476.202194
