#{"t_start": 1709892379.914341, "env_id": "CartPole-v1"}
r,l,t
24.0,24,1.512628
31.0,31,1.666131
46.0,46,1.859286
40.0,40,1.956817
19.0,19,1.971064
18.0,18,2.066185
40.0,40,2.188796
30.0,30,2.276314
49.0,49,2.451317
95.0,95,2.756784
43.0,43,2.881984
55.0,55,3.083771
150.0,150,3.494756
111.0,111,3.875661
100.0,100,4.153242
22.0,22,4.234535
131.0,131,4.612261
159.0,159,5.091512
94.0,94,5.39375
450.0,450,6.710052
143.0,143,7.083857
178.0,178,7.612375
500.0,500,8.993499
220.0,220,9.63969
500.0,500,12.081539
500.0,500,13.644263
500.0,500,15.025611
500.0,500,16.482148
500.0,500,17.904908
500.0,500,19.364908
500.0,500,20.79676
500.0,500,23.872542
500.0,500,25.164113
500.0,500,26.442985
500.0,500,27.988665
500.0,500,29.752709
500.0,500,31.532618
500.0,500,33.94608
500.0,500,35.495895
500.0,500,36.973737
500.0,500,38.527277
500.0,500,40.050454
500.0,500,41.517903
