#{"t_start": 1709892379.9186573, "env_id": "CartPole-v1"}
r,l,t
18.0,18,1.501847
38.0,38,1.662644
18.0,18,1.758955
21.0,21,1.775527
14.0,14,1.862206
33.0,33,1.953722
70.0,70,2.179534
49.0,49,2.347757
34.0,34,2.4454
160.0,160,2.977055
164.0,164,3.475002
130.0,130,3.868972
137.0,137,4.239892
148.0,148,4.707409
215.0,215,5.382188
388.0,388,6.514422
63.0,63,6.700122
207.0,207,7.257252
207.0,207,7.880213
500.0,500,9.251925
392.0,392,10.431854
500.0,500,12.815956
500.0,500,14.392194
500.0,500,15.724679
500.0,500,17.220392
500.0,500,18.692957
500.0,500,20.060844
500.0,500,23.100338
500.0,500,24.543864
500.0,500,25.797325
500.0,500,27.218082
500.0,500,28.868618
500.0,500,30.818801
500.0,500,33.260441
500.0,500,34.718474
500.0,500,36.288111
500.0,500,37.752505
500.0,500,39.295754
500.0,500,40.818095
500.0,500,43.160457
