#{"t_start": 1719342295.9062643, "env_id": "CartPoleAggregated-v1"}
r,l,t
17.0,17,0.705263
20.0,20,2.179495
16.0,16,2.215323
12.0,12,3.63796
13.0,13,3.667387
18.0,18,3.702929
16.0,16,7.65845
19.0,19,8.860382
12.0,12,8.88072
25.0,25,10.242113
14.0,14,10.277951
69.0,69,13.208235
32.0,32,14.762057
57.0,57,17.74842
73.0,73,20.862421
61.0,61,24.061422
28.0,28,25.633296
48.0,48,28.860801
49.0,49,30.482284
48.0,48,33.850259
53.0,53,35.575422
41.0,41,38.763368
116.0,116,43.505385
45.0,45,46.597389
86.0,86,49.793406
133.0,133,56.683845
