#{"t_start": 1719342295.9080932, "env_id": "CartPoleAggregated-v1"}
r,l,t
15.0,15,0.69911
15.0,15,0.732075
28.0,28,2.224788
9.0,9,3.641231
10.0,10,3.663151
15.0,15,3.693137
30.0,30,7.683569
40.0,40,10.225749
19.0,19,10.272996
12.0,12,11.69269
49.0,49,13.182908
26.0,26,14.724529
39.0,39,16.156554
14.0,14,17.696147
81.0,81,20.829515
89.0,89,25.599908
42.0,42,27.379785
114.0,114,33.848942
27.0,27,35.511836
21.0,21,35.561945
47.0,47,38.765438
43.0,43,40.361714
66.0,66,43.481122
44.0,44,45.100263
53.0,53,48.202986
121.0,121,53.6273
