#{"t_start": 1719342295.9036295, "env_id": "CartPoleAggregated-v1"}
r,l,t
11.0,11,0.693981
12.0,12,0.719897
45.0,45,3.648185
14.0,14,3.677598
10.0,10,3.697359
29.0,29,7.685419
31.0,31,8.900192
44.0,44,11.703655
48.0,48,13.193036
32.0,32,14.747811
13.0,13,16.113493
33.0,33,17.703991
18.0,18,17.750659
36.0,36,19.316752
54.0,54,22.458122
106.0,106,27.393053
74.0,74,31.969682
35.0,35,33.844187
49.0,49,35.563337
62.0,62,38.807572
75.0,75,41.967166
77.0,77,46.614948
208.0,208,55.196168
