#{"t_start": 1719343627.0369005, "env_id": "CartPoleAggregated-v1"}
r,l,t
40.0,40,2.139439
10.0,10,2.161359
11.0,11,2.18554
13.0,13,3.259746
10.0,10,3.279894
17.0,17,4.322573
10.0,10,4.341747
18.0,18,7.358925
19.0,19,7.398937
52.0,52,10.211543
21.0,21,10.252416
18.0,18,11.814654
12.0,12,11.840983
22.0,22,13.315363
10.0,10,13.339489
32.0,32,14.783086
13.0,13,16.257102
15.0,15,16.28757
72.0,72,19.300153
36.0,36,22.900384
119.0,119,28.139267
212.0,212,38.973236
218.0,218,50.157389
19.0,19,50.204078
500.0,500,71.082915
289.0,289,81.051975
500.0,500,99.787542
500.0,500,119.575375
500.0,500,137.953498
500.0,500,158.784905
500.0,500,177.716616
500.0,500,198.046334
500.0,500,219.293928
500.0,500,238.449543
500.0,500,261.127605
500.0,500,278.839252
500.0,500,298.045812
500.0,500,318.254971
500.0,500,337.45652
500.0,500,358.0075
500.0,500,375.473711
321.0,321,387.910239
434.0,434,407.020468
500.0,500,425.425366
500.0,500,443.315531
500.0,500,464.479033
500.0,500,482.823654
