#{"t_start": 1719343627.0317414, "env_id": "CartPoleAggregated-v1"}
r,l,t
22.0,22,0.720599
15.0,15,2.137193
14.0,14,2.168865
13.0,13,2.196989
12.0,12,3.269149
19.0,19,3.305677
13.0,13,4.340468
33.0,33,7.389506
32.0,32,8.777084
20.0,20,10.20187
14.0,14,10.230715
30.0,30,11.81435
60.0,60,14.750443
60.0,60,17.699928
37.0,37,19.255097
82.0,82,22.975522
79.0,79,28.108271
111.0,111,32.823657
209.0,209,43.61198
123.0,123,50.155756
251.0,251,60.747957
500.0,500,78.664171
500.0,500,97.361422
500.0,500,117.248036
500.0,500,135.558762
500.0,500,154.823928
500.0,500,175.369034
500.0,500,195.053222
500.0,500,217.49444
500.0,500,236.074775
500.0,500,255.95273
500.0,500,276.307956
500.0,500,294.725305
500.0,500,316.664605
340.0,340,328.811938
500.0,500,348.867608
500.0,500,368.723662
500.0,500,386.426355
500.0,500,408.604076
500.0,500,425.546619
332.0,332,438.328921
500.0,500,457.968046
500.0,500,477.84373
500.0,500,496.594336
